"","City","Age","Distance","Time","Sex"
"517","St. Louis",62,4,20,"F"
"518","St. Louis",39,25,35,"M"
"519","St. Louis",46,6,15,"F"
"520","St. Louis",28,6,8,"M"
"521","St. Louis",46,28,30,"M"
"522","St. Louis",34,22,30,"M"
"523","St. Louis",47,5,10,"F"
"524","St. Louis",33,16,20,"M"
"525","St. Louis",52,12,12,"F"
"526","St. Louis",54,5,20,"F"
"527","St. Louis",31,25,25,"M"
"528","St. Louis",29,2,10,"M"
"529","St. Louis",52,5,20,"F"
"530","St. Louis",25,3,10,"F"
"531","St. Louis",41,8,10,"F"
"532","St. Louis",26,12,20,"F"
"533","St. Louis",44,7,10,"M"
"534","St. Louis",27,1,3,"M"
"535","St. Louis",40,18,25,"M"
"536","St. Louis",22,25,25,"M"
"537","St. Louis",34,10,19,"M"
"538","St. Louis",36,20,30,"M"
"539","St. Louis",20,8,15,"F"
"540","St. Louis",51,8,30,"F"
"541","St. Louis",71,12,15,"F"
"542","St. Louis",34,7,20,"F"
"543","St. Louis",28,7,15,"M"
"544","St. Louis",18,25,30,"M"
"545","St. Louis",47,3,15,"F"
"546","St. Louis",28,40,40,"M"
"547","St. Louis",48,25,30,"M"
"548","St. Louis",55,40,45,"M"
"549","St. Louis",66,3,7,"F"
"550","St. Louis",26,2,5,"M"
"551","St. Louis",52,0,2,"M"
"552","St. Louis",64,12,15,"M"
"553","St. Louis",20,6,10,"F"
"554","St. Louis",57,28,35,"F"
"555","St. Louis",43,3,7,"M"
"556","St. Louis",30,12,30,"F"
"557","St. Louis",34,10,20,"M"
"558","St. Louis",78,10,20,"F"
"559","St. Louis",25,10,25,"M"
"560","St. Louis",50,16,25,"F"
"561","St. Louis",46,0,10,"M"
"562","St. Louis",57,18,35,"M"
"563","St. Louis",35,23,45,"M"
"564","St. Louis",64,8,10,"M"
"565","St. Louis",41,5,20,"F"
"566","St. Louis",29,11,15,"M"
"567","St. Louis",45,20,30,"M"
"568","St. Louis",34,0,5,"M"
"569","St. Louis",28,20,30,"F"
"570","St. Louis",52,12,25,"F"
"571","St. Louis",42,17,30,"F"
"572","St. Louis",55,7,15,"M"
"573","St. Louis",47,15,30,"F"
"574","St. Louis",33,10,10,"F"
"575","St. Louis",65,12,15,"F"
"576","St. Louis",55,3,3,"F"
"577","St. Louis",22,5,10,"F"
"578","St. Louis",20,10,15,"F"
"579","St. Louis",44,37,40,"F"
"580","St. Louis",64,24,45,"F"
"581","St. Louis",46,4,10,"F"
"582","St. Louis",43,20,30,"M"
"583","St. Louis",45,9,35,"F"
"584","St. Louis",21,15,20,"M"
"585","St. Louis",33,20,30,"M"
"586","St. Louis",66,10,20,"F"
"587","St. Louis",27,12,20,"M"
"588","St. Louis",35,12,25,"M"
"589","St. Louis",58,15,15,"M"
"590","St. Louis",23,17,20,"F"
"591","St. Louis",44,25,45,"M"
"592","St. Louis",59,3,6,"F"
"593","St. Louis",52,5,5,"M"
"594","St. Louis",26,10,10,"M"
"595","St. Louis",30,14,30,"F"
"596","St. Louis",19,5,5,"F"
"597","St. Louis",35,22,30,"F"
"598","St. Louis",26,10,20,"M"
"599","St. Louis",30,0,1,"M"
"600","St. Louis",27,25,30,"F"
"601","St. Louis",47,10,10,"F"
"602","St. Louis",50,15,15,"M"
"603","St. Louis",53,10,30,"F"
"604","St. Louis",41,10,14,"F"
"605","St. Louis",48,5,10,"F"
"606","St. Louis",43,4,15,"M"
"607","St. Louis",50,1,10,"M"
"608","St. Louis",19,18,40,"F"
"609","St. Louis",61,0,2,"M"
"610","St. Louis",33,9,15,"M"
"611","St. Louis",57,44,45,"M"
"612","St. Louis",50,6,15,"F"
"613","St. Louis",54,3,10,"M"
"614","St. Louis",28,20,30,"M"
"615","St. Louis",40,2,10,"M"
"616","St. Louis",32,3,10,"M"
"617","St. Louis",72,8,15,"F"
"618","St. Louis",53,30,45,"M"
"619","St. Louis",54,45,45,"M"
"620","St. Louis",54,22,30,"F"
"621","St. Louis",39,35,40,"F"
"622","St. Louis",37,9,15,"F"
"623","St. Louis",25,8,25,"M"
"624","St. Louis",40,53,56,"M"
"625","St. Louis",55,15,20,"M"
"626","St. Louis",17,5,10,"M"
"627","St. Louis",50,15,20,"M"
"628","St. Louis",39,10,10,"F"
"629","St. Louis",62,3,6,"F"
"630","St. Louis",45,25,30,"M"
"631","St. Louis",33,25,35,"M"
"632","St. Louis",30,33,75,"F"
"633","St. Louis",40,20,25,"F"
"634","St. Louis",42,42,45,"F"
"635","St. Louis",45,0,10,"M"
"636","St. Louis",42,23,45,"M"
"637","St. Louis",17,15,15,"F"
"638","St. Louis",74,15,25,"F"
"639","St. Louis",55,16,20,"M"
"640","St. Louis",28,7,10,"F"
"641","St. Louis",48,7,15,"M"
"642","St. Louis",48,5,5,"F"
"643","St. Louis",46,29,45,"M"
"644","St. Louis",29,15,15,"M"
"645","St. Louis",55,19,30,"F"
"646","St. Louis",48,30,35,"M"
"647","St. Louis",47,10,20,"M"
"648","St. Louis",22,27,40,"M"
"649","St. Louis",47,37,60,"F"
"650","St. Louis",51,13,30,"M"
"651","St. Louis",32,10,15,"F"
"652","St. Louis",38,2,10,"M"
"653","St. Louis",46,9,15,"F"
"654","St. Louis",18,10,20,"F"
"655","St. Louis",66,26,45,"M"
"656","St. Louis",25,11,15,"F"
"657","St. Louis",22,15,25,"M"
"658","St. Louis",37,20,30,"F"
"659","St. Louis",56,12,12,"F"
"660","St. Louis",37,7,20,"F"
"661","St. Louis",57,22,25,"F"
"662","St. Louis",17,20,30,"F"
"663","St. Louis",48,5,10,"F"
"664","St. Louis",16,10,15,"F"
"665","St. Louis",35,12,15,"M"
"666","St. Louis",55,5,20,"F"
"667","St. Louis",19,10,15,"M"
"668","St. Louis",40,0,5,"M"
"669","St. Louis",36,9,15,"F"
"670","St. Louis",50,15,25,"F"
"671","St. Louis",69,20,30,"M"
"672","St. Louis",50,12,35,"F"
"673","St. Louis",51,27,30,"F"
"674","St. Louis",51,40,40,"F"
"675","St. Louis",39,2,5,"F"
"676","St. Louis",61,22,30,"M"
"677","St. Louis",22,4,5,"M"
"678","St. Louis",24,10,20,"F"
"679","St. Louis",53,10,15,"F"
"680","St. Louis",68,2,5,"M"
"681","St. Louis",30,6,15,"F"
"682","St. Louis",47,10,25,"F"
"683","St. Louis",44,12,25,"M"
"684","St. Louis",24,5,10,"M"
"685","St. Louis",41,5,20,"M"
"686","St. Louis",32,10,20,"F"
"687","St. Louis",28,4,5,"M"
"688","St. Louis",45,10,20,"F"
"689","St. Louis",47,65,65,"M"
"690","St. Louis",30,30,40,"F"
"691","St. Louis",35,7,15,"M"
"692","St. Louis",30,10,20,"F"
"693","St. Louis",44,6,30,"M"
"694","St. Louis",40,15,20,"M"
"695","St. Louis",51,5,20,"F"
"696","St. Louis",38,5,15,"M"
"697","St. Louis",17,5,10,"F"
"698","St. Louis",47,28,40,"M"
"699","St. Louis",46,22,35,"F"
"700","St. Louis",56,27,40,"F"
"701","St. Louis",51,3,5,"M"
"702","St. Louis",22,15,15,"F"
"703","St. Louis",23,0,5,"M"
"704","St. Louis",54,3,10,"F"
"705","St. Louis",46,20,25,"F"
"706","St. Louis",45,22,25,"M"
"707","St. Louis",42,36,40,"M"
"708","St. Louis",56,35,45,"F"
"709","St. Louis",60,5,20,"F"
"710","St. Louis",59,80,105,"F"
"711","St. Louis",34,15,20,"M"
"712","St. Louis",35,21,25,"F"
"713","St. Louis",71,20,30,"M"
"714","St. Louis",37,17,30,"M"
"715","St. Louis",37,8,10,"M"
"716","St. Louis",44,19,30,"M"
"717","St. Louis",28,10,15,"F"
"718","St. Louis",45,18,25,"M"
"719","St. Louis",17,10,20,"M"
"720","St. Louis",25,8,15,"M"
"721","St. Louis",30,3,5,"M"
"722","St. Louis",25,25,30,"M"
"723","St. Louis",64,6,10,"M"
"724","St. Louis",58,3,3,"F"
"725","St. Louis",27,23,45,"M"
"726","St. Louis",17,15,15,"M"
"727","St. Louis",60,11,15,"F"
"728","St. Louis",45,15,25,"F"
"729","St. Louis",52,10,15,"F"
"730","St. Louis",25,4,7,"F"
"731","St. Louis",47,14,20,"M"
"732","St. Louis",16,12,20,"M"
"733","St. Louis",50,15,35,"M"
"734","St. Louis",35,22,30,"F"
"735","St. Louis",49,6,15,"M"
"736","St. Louis",61,5,10,"M"
"737","St. Louis",34,30,30,"F"
"738","St. Louis",84,0,5,"M"
"739","St. Louis",52,37,75,"F"
"740","St. Louis",54,3,10,"M"
"741","St. Louis",57,26,35,"M"
"742","St. Louis",50,26,45,"F"
"743","St. Louis",26,35,35,"M"
"744","St. Louis",45,30,30,"F"
"745","St. Louis",42,3,7,"M"
"746","St. Louis",54,18,35,"F"
"747","St. Louis",38,7,20,"F"
"748","St. Louis",56,5,7,"M"
"749","St. Louis",68,3,5,"M"
"750","St. Louis",19,20,25,"F"
"751","St. Louis",20,5,5,"M"
"752","St. Louis",31,12,25,"F"
"753","St. Louis",26,3,5,"F"
"754","St. Louis",23,25,25,"M"
"755","St. Louis",32,30,130,"M"
"756","St. Louis",56,26,45,"M"
"757","St. Louis",23,25,25,"M"
"758","St. Louis",50,4,4,"F"
"759","St. Louis",34,5,10,"M"
"760","St. Louis",54,20,40,"F"
"761","St. Louis",66,33,45,"M"
"762","St. Louis",37,22,30,"M"
"763","St. Louis",35,20,25,"F"
"764","St. Louis",24,1,2,"F"
"765","St. Louis",42,10,15,"F"
"766","St. Louis",42,27,35,"F"
"767","St. Louis",30,32,35,"F"
"768","St. Louis",60,3,10,"M"
"769","St. Louis",57,8,15,"F"
"770","St. Louis",30,30,35,"F"
"771","St. Louis",21,4,5,"M"
"772","St. Louis",61,12,15,"F"
"773","St. Louis",39,5,20,"F"
"774","St. Louis",52,8,20,"M"
"775","St. Louis",61,15,20,"M"
"776","St. Louis",55,5,8,"M"
"777","St. Louis",29,15,15,"F"
"778","St. Louis",58,15,15,"F"
"779","St. Louis",34,23,45,"F"
"780","St. Louis",51,15,25,"F"
"781","St. Louis",42,17,30,"M"
"782","St. Louis",21,15,15,"F"
"783","St. Louis",56,15,20,"M"
"784","St. Louis",23,10,45,"F"
"785","St. Louis",44,0,4,"M"
"786","St. Louis",28,10,15,"M"
"787","St. Louis",60,22,25,"M"
"788","St. Louis",24,5,20,"F"
"789","St. Louis",37,1,2,"F"
"790","St. Louis",50,35,45,"F"
"791","St. Louis",34,15,15,"F"
"792","St. Louis",56,20,20,"M"
"793","St. Louis",34,9,15,"F"
"794","St. Louis",28,40,50,"M"
"795","St. Louis",42,30,45,"M"
"796","St. Louis",49,24,40,"M"
"797","St. Louis",30,3,5,"M"
"798","St. Louis",51,6,10,"F"
"799","St. Louis",27,9,45,"M"
"800","St. Louis",42,25,35,"F"
"801","St. Louis",23,7,15,"M"
"802","St. Louis",18,3,5,"F"
"803","St. Louis",40,10,15,"F"
"804","St. Louis",48,4,10,"F"
"805","St. Louis",23,8,15,"F"
"806","St. Louis",23,12,20,"M"
"807","St. Louis",59,7,30,"M"
"808","St. Louis",50,10,20,"M"
"809","St. Louis",32,11,20,"F"
"810","St. Louis",27,30,45,"F"
"811","St. Louis",34,6,15,"M"
"812","St. Louis",57,30,30,"M"
"813","St. Louis",36,1,5,"F"
"814","St. Louis",17,10,15,"M"
"815","St. Louis",50,20,25,"F"
"816","St. Louis",52,8,10,"F"
"817","St. Louis",31,1,4,"F"
"818","St. Louis",43,7,8,"M"
"819","St. Louis",20,4,10,"F"
"820","St. Louis",43,8,15,"F"
"821","St. Louis",55,2,5,"F"
"822","St. Louis",49,36,38,"M"
"823","St. Louis",47,15,15,"M"
"824","St. Louis",30,40,45,"F"
"825","St. Louis",34,39,45,"M"
"826","St. Louis",60,10,15,"M"
"827","St. Louis",45,5,5,"F"
"828","St. Louis",20,8,15,"F"
"829","St. Louis",34,25,45,"M"
"830","St. Louis",27,2,3,"M"
"831","St. Louis",58,25,25,"M"
"832","St. Louis",46,10,15,"F"
"833","St. Louis",47,8,10,"M"
"834","St. Louis",53,10,15,"F"
"835","St. Louis",56,3,10,"F"
"836","St. Louis",47,12,15,"F"
"837","St. Louis",45,20,40,"M"
"838","St. Louis",56,15,25,"M"
"839","St. Louis",30,25,30,"F"
"840","St. Louis",40,10,20,"M"
"841","St. Louis",28,18,75,"M"
"842","St. Louis",24,8,20,"M"
"843","St. Louis",16,1,5,"M"
"844","St. Louis",50,33,35,"M"
"845","St. Louis",50,18,40,"F"
"846","St. Louis",37,6,15,"F"
"847","St. Louis",63,35,45,"F"
"848","St. Louis",51,15,35,"M"
"849","St. Louis",47,15,30,"M"
"850","St. Louis",54,8,10,"M"
"851","St. Louis",38,23,40,"M"
"852","St. Louis",69,2,15,"M"
"853","St. Louis",52,9,15,"M"
"854","St. Louis",51,6,15,"M"
"855","St. Louis",38,25,40,"M"
"856","St. Louis",25,40,40,"M"
"857","St. Louis",45,10,15,"M"
"858","St. Louis",52,1,3,"M"
"859","St. Louis",41,12,15,"F"
"860","St. Louis",73,10,20,"M"
"861","St. Louis",37,20,30,"M"
"862","St. Louis",72,0,2,"F"
"863","St. Louis",54,2,15,"F"
"864","St. Louis",36,20,20,"F"
"865","St. Louis",42,30,40,"M"
"866","St. Louis",46,35,45,"F"
"867","St. Louis",33,18,20,"F"
"868","St. Louis",16,4,7,"F"
"869","St. Louis",63,6,10,"F"
"870","St. Louis",27,10,15,"F"
"871","St. Louis",41,6,15,"M"
"872","St. Louis",20,13,15,"F"
"873","St. Louis",49,9,20,"F"
"874","St. Louis",20,30,30,"M"
"875","St. Louis",54,17,20,"M"
"876","St. Louis",28,12,30,"F"
"877","St. Louis",65,12,14,"M"
"878","St. Louis",37,10,10,"M"
"879","St. Louis",40,15,20,"M"
"880","St. Louis",22,20,30,"F"
"881","St. Louis",64,5,30,"F"
"882","St. Louis",18,20,20,"F"
"883","St. Louis",56,4,13,"F"
"884","St. Louis",54,20,20,"F"
"885","St. Louis",38,10,10,"F"
"886","St. Louis",40,10,10,"M"
"887","St. Louis",57,4,10,"F"
"888","St. Louis",49,12,20,"F"
"889","St. Louis",48,20,25,"M"
"890","St. Louis",45,5,12,"F"
"891","St. Louis",42,8,15,"F"
"892","St. Louis",48,9,13,"F"
"893","St. Louis",41,20,25,"M"
"894","St. Louis",58,5,10,"M"
"895","St. Louis",30,0,1,"M"
"896","St. Louis",24,5,10,"M"
"897","St. Louis",55,2,10,"M"
"898","St. Louis",39,10,15,"M"
"899","St. Louis",29,2,5,"M"
"900","St. Louis",52,20,35,"M"
"901","St. Louis",41,2,5,"M"
"902","St. Louis",25,25,30,"M"
"903","St. Louis",47,10,30,"M"
"904","St. Louis",16,5,10,"F"
"905","St. Louis",19,7,15,"M"
"906","St. Louis",41,5,20,"F"
"907","St. Louis",47,18,20,"M"
"908","St. Louis",67,15,20,"M"
"909","St. Louis",52,7,8,"M"
"910","St. Louis",27,12,25,"F"
"911","St. Louis",57,10,10,"M"
"912","St. Louis",22,12,20,"F"
"913","St. Louis",26,30,40,"F"
"914","St. Louis",57,1,35,"M"
"915","St. Louis",29,15,20,"M"
"916","St. Louis",46,30,30,"M"
"917","St. Louis",64,15,20,"M"
"918","St. Louis",29,25,30,"M"
"919","St. Louis",24,15,20,"F"
"920","St. Louis",23,5,10,"F"
"921","St. Louis",40,10,15,"M"
"922","St. Louis",58,3,10,"F"
"923","St. Louis",39,13,17,"F"
"924","St. Louis",51,30,45,"M"
"925","St. Louis",54,28,40,"F"
"926","St. Louis",60,15,30,"M"
"927","St. Louis",26,30,45,"F"
"928","St. Louis",43,23,35,"F"
"929","St. Louis",17,5,10,"M"
"930","St. Louis",40,2,15,"M"
"931","St. Louis",31,20,25,"F"
"932","St. Louis",17,17,20,"F"
"933","St. Louis",50,10,30,"M"
"934","St. Louis",46,12,25,"F"
"935","St. Louis",46,1,1,"F"
"936","St. Louis",20,3,3,"F"
"937","St. Louis",27,3,5,"M"
"938","St. Louis",53,30,35,"M"
"939","St. Louis",62,8,15,"M"
"940","St. Louis",46,30,35,"M"
"941","St. Louis",39,15,30,"M"
"942","St. Louis",50,10,15,"F"
"943","St. Louis",55,6,10,"M"
"944","St. Louis",45,27,40,"F"
"945","St. Louis",43,22,30,"M"
"946","St. Louis",65,6,20,"M"
"947","St. Louis",24,10,10,"M"
"948","St. Louis",27,15,20,"M"
"949","St. Louis",39,5,7,"F"
"950","St. Louis",23,3,5,"F"
"951","St. Louis",54,6,15,"M"
"952","St. Louis",19,11,15,"F"
"953","St. Louis",39,24,35,"F"
"954","St. Louis",32,10,17,"M"
"955","St. Louis",51,13,30,"F"
"956","St. Louis",23,18,20,"M"
"957","St. Louis",39,20,30,"M"
"958","St. Louis",37,10,10,"F"
"959","St. Louis",46,25,30,"M"
"960","St. Louis",51,23,28,"F"
"961","St. Louis",51,1,2,"M"
"962","St. Louis",46,12,12,"F"
"963","St. Louis",29,25,45,"F"
"964","St. Louis",45,20,25,"F"
"965","St. Louis",35,15,15,"M"
"966","St. Louis",45,15,15,"F"
"967","St. Louis",51,13,20,"F"
"968","St. Louis",56,12,20,"M"
"969","St. Louis",31,20,20,"M"
"970","St. Louis",46,17,20,"M"
"971","St. Louis",52,35,35,"F"
"972","St. Louis",28,35,50,"F"
"973","St. Louis",56,14,20,"M"
"974","St. Louis",47,6,15,"F"
"975","St. Louis",58,12,25,"M"
"976","St. Louis",64,10,10,"M"
"977","St. Louis",45,10,10,"M"
"978","St. Louis",24,8,15,"M"
"979","St. Louis",44,8,20,"F"
"980","St. Louis",37,7,10,"M"
"981","St. Louis",55,15,20,"F"
"982","St. Louis",57,27,40,"M"
"983","St. Louis",16,7,17,"M"
"984","St. Louis",40,35,40,"F"
"985","St. Louis",37,21,25,"M"
"986","St. Louis",42,10,20,"F"
"987","St. Louis",71,7,20,"F"
"988","St. Louis",40,30,40,"M"
"989","St. Louis",36,23,30,"M"
"990","St. Louis",52,4,5,"F"
"991","St. Louis",34,45,45,"M"
"992","St. Louis",43,10,15,"F"
"993","St. Louis",44,8,15,"M"
"994","St. Louis",25,20,30,"M"
"995","St. Louis",16,17,20,"M"
"996","St. Louis",49,10,15,"F"
"997","St. Louis",57,2,5,"F"
"998","St. Louis",35,0,5,"F"
"999","St. Louis",32,10,30,"M"
"1000","St. Louis",35,8,10,"F"
