"","Stabr","area_name","Unemployed_2019","Employed_2019","Civilian_labor_force_2019","Unemployed_2018","Employed_2018","Civilian_labor_force_2018","Unemployed_2017","Employed_2017","Civilian_labor_force_2017","Unemployed_2016","Employed_2016","Civilian_labor_force_2016"
"935","KS","Ford County, KS",424,16664,17088,427,16801,17228,504,17249,17753,565,"17,300","17,865"
"936","KS","Franklin County, KS",466,13557,14023,492,13507,13999,528,13596,14124,596,"13,614","14,210"
"937","KS","Geary County, KS",500,10811,11311,527,10868,11395,568,10886,11454,679,"11,365","12,044"
"938","KS","Gove County, KS",31,1437,1468,30,1385,1415,33,1386,1419,35,"1,414","1,449"
"939","KS","Graham County, KS",34,1080,1114,35,1103,1138,40,1070,1110,54,"1,169","1,223"
"940","KS","Grant County, KS",92,3126,3218,91,3244,3335,111,3345,3456,134,"3,635","3,769"
"941","KS","Gray County, KS",64,3166,3230,67,3336,3403,68,3326,3394,77,"3,329","3,406"
"942","KS","Greeley County, KS",18,780,798,17,838,855,16,851,867,19,"892","911"
"943","KS","Greenwood County, KS",102,3136,3238,111,3117,3228,136,3069,3205,162,"3,157","3,319"
"944","KS","Hamilton County, KS",30,1583,1613,31,1589,1620,39,1587,1626,44,"1,597","1,641"
"945","KS","Harper County, KS",73,2802,2875,76,2655,2731,98,2537,2635,103,"2,775","2,878"
"946","KS","Harvey County, KS",494,16496,16990,529,16190,16719,688,16100,16788,727,"16,459","17,186"
"947","KS","Haskell County, KS",50,2158,2208,46,2144,2190,50,2171,2221,60,"2,242","2,302"
"948","KS","Hodgeman County, KS",24,963,987,24,958,982,25,959,984,27,"1,001","1,028"
"949","KS","Jackson County, KS",208,6959,7167,211,6965,7176,226,6970,7196,251,"7,000","7,251"
"950","KS","Jefferson County, KS",308,9788,10096,321,9803,10124,361,9792,10153,397,"9,808","10,205"
"951","KS","Jewell County, KS",36,1255,1291,34,1248,1282,45,1253,1298,57,"1,272","1,329"
"952","KS","Johnson County, KS",9321,329456,338777,9550,326067,335617,10125,322568,332693,10691,"317,290","327,981"
"953","KS","Kearny County, KS",48,1999,2047,47,2032,2079,51,2003,2054,65,"1,991","2,056"
"954","KS","Kingman County, KS",109,3325,3434,107,3282,3389,125,3253,3378,155,"3,369","3,524"
"955","KS","Kiowa County, KS",30,1267,1297,31,1268,1299,34,1306,1340,39,"1,379","1,418"
"956","KS","Labette County, KS",400,9629,10029,396,9785,10181,467,9835,10302,579,"10,143","10,722"
"957","KS","Lane County, KS",20,752,772,22,766,788,26,756,782,25,"785","810"
"958","KS","Leavenworth County, KS",1249,35225,36474,1299,34856,36155,1421,34734,36155,1541,"34,206","35,747"
"959","KS","Lincoln County, KS",39,1642,1681,41,1655,1696,48,1630,1678,59,"1,676","1,735"
"960","KS","Linn County, KS",264,4176,4440,256,4146,4402,259,4132,4391,279,"4,059","4,338"
"961","KS","Logan County, KS",33,1590,1623,35,1645,1680,36,1631,1667,44,"1,677","1,721"
"962","KS","Lyon County, KS",567,16099,16666,573,15975,16548,635,16090,16725,688,"16,114","16,802"
"963","KS","McPherson County, KS",382,16789,17171,409,16059,16468,449,15795,16244,515,"15,806","16,321"
"964","KS","Marion County, KS",177,5814,5991,184,5831,6015,226,6012,6238,241,"5,873","6,114"
"965","KS","Marshall County, KS",157,5335,5492,140,5326,5466,153,5306,5459,168,"5,388","5,556"
"966","KS","Meade County, KS",50,2105,2155,46,2225,2271,56,2212,2268,64,"2,310","2,374"
"967","KS","Miami County, KS",578,16898,17476,615,16726,17341,648,16613,17261,707,"16,296","17,003"
"968","KS","Mitchell County, KS",80,3279,3359,75,3365,3440,94,3337,3431,122,"3,570","3,692"
"969","KS","Montgomery County, KS",605,14196,14801,620,14106,14726,785,14138,14923,980,"15,002","15,982"
"970","KS","Morris County, KS",81,2912,2993,80,2914,2994,94,2889,2983,117,"2,930","3,047"
"971","KS","Morton County, KS",33,1107,1140,37,1129,1166,45,1148,1193,52,"1,290","1,342"
"972","KS","Nemaha County, KS",148,5220,5368,124,5336,5460,134,5416,5550,158,"5,732","5,890"
"973","KS","Neosho County, KS",280,5850,6130,285,5691,5976,318,5704,6022,434,"5,616","6,050"
"974","KS","Ness County, KS",34,1308,1342,35,1295,1330,39,1313,1352,49,"1,372","1,421"
"975","KS","Norton County, KS",59,2641,2700,57,2679,2736,63,2738,2801,70,"2,799","2,869"
"976","KS","Osage County, KS",284,7689,7973,297,7706,8003,315,7609,7924,355,"7,694","8,049"
"977","KS","Osborne County, KS",41,2009,2050,50,1986,2036,55,1950,2005,70,"1,987","2,057"
"978","KS","Ottawa County, KS",82,2927,3009,83,2917,3000,94,2949,3043,120,"3,039","3,159"
"979","KS","Pawnee County, KS",82,2791,2873,90,2812,2902,101,2916,3017,106,"3,100","3,206"
"980","KS","Phillips County, KS",69,2569,2638,68,2698,2766,83,2715,2798,90,"2,764","2,854"
"981","KS","Pottawatomie County, KS",348,12062,12410,337,12105,12442,376,11774,12150,424,"11,714","12,138"
"982","KS","Pratt County, KS",124,4783,4907,132,4806,4938,161,4770,4931,207,"4,891","5,098"
"983","KS","Rawlins County, KS",33,1457,1490,30,1440,1470,32,1417,1449,37,"1,506","1,543"
"984","KS","Reno County, KS",950,28692,29642,1047,28544,29591,1164,28749,29913,1326,"28,778","30,104"
"985","KS","Republic County, KS",58,2205,2263,64,2343,2407,69,2377,2446,70,"2,471","2,541"
"986","KS","Rice County, KS",145,5063,5208,151,5121,5272,173,5198,5371,211,"5,088","5,299"
"987","KS","Riley County, KS",984,34062,35046,988,34146,35134,1071,33931,35002,1182,"33,666","34,848"
"988","KS","Rooks County, KS",90,2448,2538,78,2432,2510,95,2389,2484,126,"2,540","2,666"
"989","KS","Rush County, KS",46,1586,1632,44,1603,1647,53,1591,1644,69,"1,661","1,730"
"990","KS","Russell County, KS",96,3200,3296,97,3261,3358,117,3374,3491,150,"3,420","3,570"
"991","KS","Saline County, KS",907,29269,30176,899,29266,30165,981,29508,30489,1122,"28,956","30,078"
"992","KS","Scott County, KS",54,2778,2832,55,2794,2849,62,2776,2838,71,"2,813","2,884"
"993","KS","Sedgwick County, KS",8678,242477,251155,9140,237636,246776,10396,234077,244473,11488,"235,528","247,016"
"994","KS","Seward County, KS",294,9222,9516,302,9242,9544,343,9445,9788,445,"9,775","10,220"
"995","KS","Shawnee County, KS",3015,87395,90410,3097,87401,90498,3343,87588,90931,3670,"87,910","91,580"
"996","KS","Sheridan County, KS",31,1374,1405,31,1387,1418,31,1335,1366,35,"1,413","1,448"
"997","KS","Sherman County, KS",78,2766,2844,79,2808,2887,84,2799,2883,97,"2,841","2,938"
"998","KS","Smith County, KS",50,1923,1973,47,1913,1960,55,1907,1962,65,"1,966","2,031"
"999","KS","Stafford County, KS",54,1956,2010,51,1915,1966,66,1928,1994,77,"2,015","2,092"
"1000","KS","Stanton County, KS",25,960,985,25,974,999,28,967,995,30,"1,040","1,070"
"1001","KS","Stevens County, KS",67,2476,2543,74,2518,2592,85,2574,2659,115,"2,790","2,905"
"1002","KS","Sumner County, KS",366,10537,10903,370,10349,10719,408,10259,10667,463,"10,457","10,920"
"1003","KS","Thomas County, KS",97,4208,4305,106,4151,4257,109,4127,4236,119,"4,228","4,347"
"1004","KS","Trego County, KS",40,1376,1416,42,1334,1376,48,1382,1430,59,"1,415","1,474"
"1005","KS","Wabaunsee County, KS",118,3529,3647,113,3539,3652,116,3512,3628,132,"3,570","3,702"
"1006","KS","Wallace County, KS",21,784,805,20,799,819,22,825,847,23,"836","859"
"1007","KS","Washington County, KS",77,2838,2915,77,2849,2926,88,2854,2942,101,"2,979","3,080"
"1008","KS","Wichita County, KS",27,1329,1356,27,1287,1314,29,1137,1166,28,"1,176","1,204"
"1009","KS","Wilson County, KS",156,3791,3947,171,3829,4000,188,3787,3975,247,"3,864","4,111"
"1010","KS","Woodson County, KS",68,1540,1608,68,1524,1592,70,1514,1584,93,"1,523","1,616"
"1011","KS","Wyandotte County, KS",3334,73917,77251,3667,73124,76791,4034,73086,77120,4244,"72,109","76,353"
"1012","KY","Kentucky",89009,1983577,2072586,89180,1968611,2057791,100561,1952513,2053074,103182,"1,911,978","2,015,160"
"1013","KY","Adair County, KY",380,6760,7140,358,6845,7203,435,6735,7170,471,"6,614","7,085"
"1014","KY","Allen County, KY",378,8682,9060,337,8588,8925,371,8606,8977,384,"8,466","8,850"
"1015","KY","Anderson County, KY",448,11643,12091,429,11487,11916,484,11350,11834,464,"10,991","11,455"
"1016","KY","Ballard County, KY",201,3323,3524,247,3291,3538,279,3357,3636,327,"3,316","3,643"
"1017","KY","Barren County, KY",851,18001,18852,847,18208,19055,881,18128,19009,892,"17,962","18,854"
"1018","KY","Bath County, KY",288,4343,4631,312,4303,4615,375,4349,4724,353,"4,406","4,759"
"1019","KY","Bell County, KY",543,7909,8452,532,7957,8489,688,7978,8666,800,"7,859","8,659"
"1020","KY","Boone County, KY",2424,68948,71372,2386,68308,70694,2706,67153,69859,2579,"64,670","67,249"
"1021","KY","Bourbon County, KY",372,9441,9813,387,9313,9700,455,9432,9887,473,"9,404","9,877"
"1022","KY","Boyd County, KY",1013,16869,17882,1062,16882,17944,1318,16990,18308,1512,"17,036","18,548"
"1023","KY","Boyle County, KY",587,11999,12586,559,12016,12575,641,11970,12611,614,"11,696","12,310"
"1024","KY","Bracken County, KY",187,3656,3843,187,3627,3814,224,3609,3833,232,"3,599","3,831"
"1025","KY","Breathitt County, KY",262,3231,3493,263,3360,3623,330,3415,3745,371,"3,376","3,747"
"1026","KY","Breckinridge County, KY",423,7523,7946,429,7525,7954,482,7537,8019,491,"7,246","7,737"
"1027","KY","Bullitt County, KY",1774,41294,43068,1729,41040,42769,1776,40053,41829,1695,"38,822","40,517"
"1028","KY","Butler County, KY",247,4886,5133,252,4859,5111,287,4900,5187,283,"4,877","5,160"
"1029","KY","Caldwell County, KY",273,5200,5473,257,5134,5391,284,5055,5339,293,"5,061","5,354"
"1030","KY","Calloway County, KY",767,18032,18799,735,18025,18760,831,17961,18792,851,"17,837","18,688"
"1031","KY","Campbell County, KY",1782,49301,51083,1666,48876,50542,1888,47972,49860,1875,"46,831","48,706"
"1032","KY","Carlisle County, KY",93,2142,2235,112,2146,2258,166,2220,2386,167,"2,397","2,564"
"1033","KY","Carroll County, KY",212,5117,5329,216,5038,5254,233,4771,5004,258,"4,924","5,182"
"1034","KY","Carter County, KY",812,8971,9783,908,8938,9846,980,8942,9922,1055,"8,888","9,943"
"1035","KY","Casey County, KY",280,6424,6704,315,6405,6720,325,6359,6684,326,"6,363","6,689"
"1036","KY","Christian County, KY",1402,23683,25085,1319,23250,24569,1510,22967,24477,1539,"23,351","24,890"
"1037","KY","Clark County, KY",679,16576,17255,709,16446,17155,804,16477,17281,824,"16,194","17,018"
"1038","KY","Clay County, KY",365,4831,5196,367,4853,5220,474,4887,5361,556,"4,898","5,454"
"1039","KY","Clinton County, KY",221,3788,4009,211,3660,3871,254,3608,3862,284,"3,466","3,750"
"1040","KY","Crittenden County, KY",185,3625,3810,199,3668,3867,220,3762,3982,213,"3,809","4,022"
"1041","KY","Cumberland County, KY",134,3051,3185,139,2983,3122,157,2783,2940,166,"2,724","2,890"
"1042","KY","Daviess County, KY",1837,45730,47567,1903,45602,47505,2102,45832,47934,2097,"44,577","46,674"
"1043","KY","Edmonson County, KY",239,4602,4841,257,4559,4816,294,4568,4862,300,"4,505","4,805"
"1044","KY","Elliott County, KY",168,1873,2041,192,1861,2053,226,1891,2117,243,"1,856","2,099"
"1045","KY","Estill County, KY",268,5120,5388,290,5034,5324,322,5028,5350,311,"4,930","5,241"
"1046","KY","Fayette County, KY",5836,170028,175864,5811,168569,174380,6398,168917,175315,6158,"165,244","171,402"
"1047","KY","Fleming County, KY",334,5866,6200,333,5754,6087,371,5693,6064,373,"5,572","5,945"
"1048","KY","Floyd County, KY",708,10340,11048,714,10214,10928,945,10335,11280,1303,"10,156","11,459"
"1049","KY","Franklin County, KY",941,24392,25333,931,24075,25006,1020,23752,24772,1002,"23,436","24,438"
"1050","KY","Fulton County, KY",117,1941,2058,116,1918,2034,150,1917,2067,144,"1,923","2,067"
"1051","KY","Gallatin County, KY",164,3945,4109,165,3906,4071,184,3854,4038,190,"3,713","3,903"
"1052","KY","Garrard County, KY",358,7352,7710,343,7328,7671,374,7283,7657,368,"7,156","7,524"
"1053","KY","Grant County, KY",488,11307,11795,504,11207,11711,569,11037,11606,555,"10,792","11,347"
"1054","KY","Graves County, KY",727,15122,15849,775,14704,15479,942,14741,15683,958,"14,348","15,306"
"1055","KY","Grayson County, KY",552,10477,11029,538,10430,10968,667,10228,10895,726,"10,002","10,728"
"1056","KY","Green County, KY",224,4901,5125,216,4868,5084,240,4909,5149,227,"4,773","5,000"
"1057","KY","Greenup County, KY",884,12560,13444,887,12561,13448,1050,12550,13600,1210,"12,681","13,891"
"1058","KY","Hancock County, KY",153,3841,3994,169,3828,3997,208,3896,4104,218,"3,821","4,039"
"1059","KY","Hardin County, KY",2025,47280,49305,2004,46960,48964,2243,46498,48741,2156,"45,627","47,783"
"1060","KY","Harlan County, KY",645,6072,6717,480,6069,6549,648,5833,6481,893,"5,854","6,747"
"1061","KY","Harrison County, KY",379,8457,8836,358,8298,8656,403,8283,8686,403,"8,089","8,492"
"1062","KY","Hart County, KY",378,7582,7960,322,7732,8054,361,7738,8099,376,"7,525","7,901"
"1063","KY","Henderson County, KY",846,21270,22116,845,21166,22011,1004,20967,21971,1033,"20,567","21,600"
"1064","KY","Henry County, KY",303,7970,8273,316,7915,8231,335,7798,8133,328,"7,597","7,925"
"1065","KY","Hickman County, KY",86,1690,1776,102,1693,1795,137,1683,1820,116,"1,805","1,921"
"1066","KY","Hopkins County, KY",848,17714,18562,849,17561,18410,975,18499,19474,1129,"18,506","19,635"
"1067","KY","Jackson County, KY",267,3865,4132,287,3809,4096,348,3755,4103,332,"3,836","4,168"
"1068","KY","Jefferson County, KY",16145,386373,402518,16217,384240,400457,17545,378941,396486,17165,"369,452","386,617"
"1069","KY","Jessamine County, KY",971,25695,26666,965,25510,26475,1006,25415,26421,1010,"24,644","25,654"
"1070","KY","Johnson County, KY",447,6324,6771,461,6308,6769,599,6323,6922,727,"6,288","7,015"
"1071","KY","Kenton County, KY",3137,85189,88326,3015,84408,87423,3454,83143,86597,3503,"81,200","84,703"
"1072","KY","Knott County, KY",310,4189,4499,301,4110,4411,385,4120,4505,531,"4,030","4,561"
"1073","KY","Knox County, KY",595,9351,9946,631,9381,10012,768,9297,10065,796,"9,103","9,899"
"1074","KY","Larue County, KY",271,5737,6008,267,5714,5981,286,5733,6019,274,"5,624","5,898"
"1075","KY","Laurel County, KY",1209,23483,24692,1271,23561,24832,1454,23211,24665,1492,"22,421","23,913"
"1076","KY","Lawrence County, KY",367,4833,5200,367,4704,5071,456,4550,5006,554,"4,491","5,045"
"1077","KY","Lee County, KY",117,1947,2064,134,1952,2086,162,1735,1897,187,"1,712","1,899"
"1078","KY","Leslie County, KY",223,2481,2704,186,2437,2623,277,2459,2736,379,"2,413","2,792"
"1079","KY","Letcher County, KY",471,5862,6333,402,5855,6257,592,5706,6298,802,"5,627","6,429"
"1080","KY","Lewis County, KY",413,4241,4654,393,4314,4707,437,4270,4707,470,"4,275","4,745"
"1081","KY","Lincoln County, KY",472,8877,9349,472,8884,9356,533,8842,9375,561,"8,588","9,149"
"1082","KY","Livingston County, KY",210,3459,3669,249,3422,3671,285,3473,3758,267,"3,420","3,687"
"1083","KY","Logan County, KY",509,12112,12621,481,11947,12428,537,11625,12162,520,"11,211","11,731"
"1084","KY","Lyon County, KY",146,2973,3119,154,2899,3053,175,2818,2993,175,"2,785","2,960"
"1085","KY","McCracken County, KY",1439,27819,29258,1634,27572,29206,1806,27864,29670,1684,"27,318","29,002"
"1086","KY","McCreary County, KY",284,4418,4702,292,4345,4637,325,4368,4693,374,"4,229","4,603"
"1087","KY","McLean County, KY",187,4046,4233,211,4026,4237,231,4070,4301,210,"4,121","4,331"
"1088","KY","Madison County, KY",1832,45743,47575,1815,45118,46933,1987,44181,46168,1899,"43,198","45,097"
"1089","KY","Magoffin County, KY",346,2790,3136,377,2556,2933,489,2505,2994,626,"2,522","3,148"
"1090","KY","Marion County, KY",376,9368,9744,362,9282,9644,396,9065,9461,401,"8,999","9,400"
"1091","KY","Marshall County, KY",705,14433,15138,796,14175,14971,899,14139,15038,871,"14,039","14,910"
"1092","KY","Martin County, KY",190,2582,2772,179,2620,2799,236,2840,3076,320,"2,765","3,085"
"1093","KY","Mason County, KY",411,6723,7134,399,6788,7187,453,6772,7225,459,"6,679","7,138"
"1094","KY","Meade County, KY",570,11775,12345,573,11687,12260,634,11600,12234,627,"11,461","12,088"
"1095","KY","Menifee County, KY",161,2165,2326,177,2143,2320,207,2161,2368,208,"2,185","2,393"
"1096","KY","Mercer County, KY",468,9602,10070,440,9471,9911,493,9485,9978,482,"9,406","9,888"
"1097","KY","Metcalfe County, KY",197,3909,4106,173,3947,4120,172,4008,4180,190,"3,929","4,119"
"1098","KY","Monroe County, KY",184,4516,4700,196,4504,4700,186,4541,4727,195,"4,405","4,600"
"1099","KY","Montgomery County, KY",621,11084,11705,696,10984,11680,780,10954,11734,768,"11,086","11,854"
"1100","KY","Morgan County, KY",246,4342,4588,285,4194,4479,335,4175,4510,362,"4,124","4,486"
"1101","KY","Muhlenberg County, KY",651,9890,10541,709,9848,10557,783,10465,11248,837,"10,526","11,363"
"1102","KY","Nelson County, KY",1059,22217,23276,984,21742,22726,988,21292,22280,994,"20,704","21,698"
"1103","KY","Nicholas County, KY",146,3149,3295,152,3134,3286,186,3129,3315,187,"3,032","3,219"
"1104","KY","Ohio County, KY",501,9326,9827,564,9314,9878,624,9166,9790,642,"8,882","9,524"
"1105","KY","Oldham County, KY",1098,32403,33501,1093,32218,33311,1158,31761,32919,1091,"30,822","31,913"
"1106","KY","Owen County, KY",236,4902,5138,258,4954,5212,241,5210,5451,238,"5,250","5,488"
"1107","KY","Owsley County, KY",80,1055,1135,84,1055,1139,92,1008,1100,111,"1,011","1,122"
"1108","KY","Pendleton County, KY",267,6754,7021,289,6702,6991,331,6654,6985,331,"6,518","6,849"
"1109","KY","Perry County, KY",502,7792,8294,513,7654,8167,701,7706,8407,933,"7,624","8,557"
"1110","KY","Pike County, KY",1158,18819,19977,1174,18827,20001,1587,18777,20364,2216,"18,029","20,245"
"1111","KY","Powell County, KY",271,4775,5046,299,4723,5022,336,4692,5028,358,"4,601","4,959"
"1112","KY","Pulaski County, KY",1252,25493,26745,1309,24726,26035,1435,23957,25392,1393,"23,989","25,382"
"1113","KY","Robertson County, KY",44,775,819,39,763,802,51,767,818,50,"755","805"
"1114","KY","Rockcastle County, KY",321,6397,6718,331,6310,6641,387,6239,6626,411,"6,272","6,683"
"1115","KY","Rowan County, KY",552,9904,10456,547,9990,10537,621,10036,10657,632,"9,942","10,574"
"1116","KY","Russell County, KY",357,5894,6251,364,5920,6284,449,5811,6260,519,"5,619","6,138"
"1117","KY","Scott County, KY",1025,28256,29281,961,28006,28967,1058,27653,28711,1070,"26,908","27,978"
"1118","KY","Shelby County, KY",876,24781,25657,880,24614,25494,894,23808,24702,855,"22,942","23,797"
"1119","KY","Simpson County, KY",405,8538,8943,350,8511,8861,400,8331,8731,378,"8,011","8,389"
"1120","KY","Spencer County, KY",365,9903,10268,369,9850,10219,383,9565,9948,370,"9,281","9,651"
"1121","KY","Taylor County, KY",545,12212,12757,529,12029,12558,565,12306,12871,608,"11,607","12,215"
"1122","KY","Todd County, KY",215,5232,5447,212,5091,5303,225,5101,5326,238,"5,064","5,302"
"1123","KY","Trigg County, KY",283,5741,6024,286,5627,5913,340,5605,5945,328,"5,490","5,818"
"1124","KY","Trimble County, KY",170,3732,3902,165,3707,3872,195,3689,3884,210,"3,658","3,868"
"1125","KY","Union County, KY",276,5863,6139,298,5716,6014,368,5737,6105,422,"5,742","6,164"
"1126","KY","Warren County, KY",2544,62844,65388,2386,62234,64620,2607,61403,64010,2440,"59,522","61,962"
"1127","KY","Washington County, KY",245,6022,6267,225,5918,6143,260,5919,6179,263,"5,817","6,080"
"1128","KY","Wayne County, KY",432,7033,7465,528,7058,7586,578,6833,7411,562,"6,700","7,262"
"1129","KY","Webster County, KY",234,5556,5790,244,5538,5782,304,5504,5808,353,"5,479","5,832"
"1130","KY","Whitley County, KY",708,13029,13737,693,13059,13752,798,12966,13764,887,"12,463","13,350"
"1131","KY","Wolfe County, KY",140,1828,1968,146,1757,1903,177,1750,1927,196,"1,723","1,919"
"1132","KY","Woodford County, KY",468,14481,14949,458,14309,14767,489,14474,14963,477,"14,276","14,753"
"1133","LA","Louisiana",101167,1994285,2095452,102502,2001995,2104497,107784,1995433,2103217,128731,"1,992,249","2,120,980"
"1134","LA","Acadia Parish, LA",1269,22572,23841,1283,22614,23897,1418,22590,24008,1811,"22,697","24,508"
"1135","LA","Allen Parish, LA",499,8312,8811,496,8265,8761,472,8494,8966,572,"8,327","8,899"
"1136","LA","Ascension Parish, LA",2635,61318,63953,2633,61565,64198,2677,60050,62727,3033,"58,949","61,982"
"1137","LA","Assumption Parish, LA",542,8335,8877,595,8365,8960,656,8276,8932,773,"8,433","9,206"
"1138","LA","Avoyelles Parish, LA",883,14226,15109,869,14434,15303,956,14644,15600,1108,"14,574","15,682"
"1139","LA","Beauregard Parish, LA",757,13849,14606,774,13800,14574,783,13871,14654,912,"14,151","15,063"
"1140","LA","Bienville Parish, LA",326,5190,5516,328,5309,5637,337,5291,5628,431,"5,233","5,664"
"1141","LA","Bossier Parish, LA",2475,55129,57604,2466,55487,57953,2567,55002,57569,3063,"54,516","57,579"
"1142","LA","Caddo Parish, LA",5546,97859,103405,5720,98488,104208,6063,98703,104766,7080,"99,951","107,031"
"1143","LA","Calcasieu Parish, LA",4338,101802,106140,4201,105554,109755,4290,104053,108343,4915,"97,954","102,869"
"1144","LA","Caldwell Parish, LA",229,3544,3773,220,3612,3832,220,3635,3855,304,"3,678","3,982"
"1145","LA","Cameron Parish, LA",148,3789,3937,144,3929,4073,144,3858,4002,167,"3,650","3,817"
"1146","LA","Catahoula Parish, LA",217,3162,3379,226,3131,3357,242,3189,3431,318,"3,105","3,423"
"1147","LA","Claiborne Parish, LA",331,5506,5837,301,5505,5806,313,5540,5853,397,"5,553","5,950"
"1148","LA","Concordia Parish, LA",453,6566,7019,486,6513,6999,561,6586,7147,599,"6,651","7,250"
"1149","LA","De Soto Parish, LA",652,10201,10853,622,10269,10891,653,10120,10773,800,"10,088","10,888"
"1150","LA","East Baton Rouge Parish, LA",10156,220337,230493,9986,221219,231205,10169,221405,231574,11964,"220,144","232,108"
"1151","LA","East Carroll Parish, LA",200,1688,1888,200,1752,1952,228,1825,2053,248,"1,891","2,139"
"1152","LA","East Feliciana Parish, LA",367,7606,7973,371,7635,8006,382,7589,7971,467,"7,635","8,102"
"1153","LA","Evangeline Parish, LA",703,11186,11889,692,11397,12089,740,11789,12529,939,"11,731","12,670"
"1154","LA","Franklin Parish, LA",529,6834,7363,520,6748,7268,545,6755,7300,660,"6,619","7,279"
"1155","LA","Grant Parish, LA",475,7696,8171,476,7729,8205,515,7662,8177,582,"7,743","8,325"
"1156","LA","Iberia Parish, LA",1525,26574,28099,1658,26612,28270,2112,26803,28915,2828,"27,282","30,110"
"1157","LA","Iberville Parish, LA",833,13207,14040,874,13264,14138,871,13272,14143,967,"13,141","14,108"
"1158","LA","Jackson Parish, LA",322,6480,6802,318,6556,6874,316,6662,6978,395,"6,688","7,083"
"1159","LA","Jefferson Parish, LA",8929,204775,213704,9344,203937,213281,9732,205071,214803,11427,"205,046","216,473"
"1160","LA","Jefferson Davis Parish, LA",624,12607,13231,639,12860,13499,663,12946,13609,817,"12,757","13,574"
"1161","LA","Lafayette Parish, LA",4922,108685,113607,5078,108850,113928,5520,107484,113004,7015,"107,328","114,343"
"1162","LA","Lafourche Parish, LA",1884,40124,42008,1978,40098,42076,2177,39713,41890,2721,"40,569","43,290"
"1163","LA","LaSalle Parish, LA",286,6429,6715,276,6073,6349,288,5849,6137,415,"5,855","6,270"
"1164","LA","Lincoln Parish, LA",1179,20780,21959,1135,20844,21979,1114,20428,21542,1333,"20,129","21,462"
"1165","LA","Livingston Parish, LA",2801,65912,68713,2775,66166,68941,2853,64801,67654,3477,"65,194","68,671"
"1166","LA","Madison Parish, LA",283,3232,3515,299,3310,3609,306,3470,3776,344,"3,491","3,835"
"1167","LA","Morehouse Parish, LA",833,9166,9999,830,9326,10156,825,9526,10351,1030,"9,591","10,621"
"1168","LA","Natchitoches Parish, LA",987,15356,16343,957,15463,16420,976,15351,16327,1124,"15,587","16,711"
"1169","LA","Orleans Parish, LA",8713,170121,178834,8939,169410,178349,9179,169295,178474,10554,"169,401","179,955"
"1170","LA","Ouachita Parish, LA",3736,66346,70082,3639,67193,70832,3708,66848,70556,4352,"67,199","71,551"
"1171","LA","Plaquemines Parish, LA",433,9620,10053,466,9585,10051,466,9536,10002,545,"9,639","10,184"
"1172","LA","Pointe Coupee Parish, LA",528,9339,9867,532,9374,9906,558,9431,9989,646,"9,314","9,960"
"1173","LA","Rapides Parish, LA",2804,52258,55062,2921,52500,55421,3144,52885,56029,3531,"53,741","57,272"
"1174","LA","Red River Parish, LA",192,3553,3745,180,3867,4047,200,3655,3855,229,"3,579","3,808"
"1175","LA","Richland Parish, LA",518,7704,8222,517,7793,8310,509,7798,8307,627,"7,818","8,445"
