"","Stabr","area_name","Unemployed_2019","Employed_2019","Civilian_labor_force_2019","Unemployed_2018","Employed_2018","Civilian_labor_force_2018","Unemployed_2017","Employed_2017","Civilian_labor_force_2017","Unemployed_2016","Employed_2016","Civilian_labor_force_2016"
"2335","PA","Philadelphia County/city, PA",40066,682012,722078,38946,670112,709058,43719,661229,704948,47447,"655,667","703,114"
"2336","PA","Pike County, PA",1412,23909,25321,1317,23721,25038,1458,23294,24752,1585,"23,317","24,902"
"2337","PA","Potter County, PA",425,6784,7209,378,6789,7167,470,6797,7267,578,"6,800","7,378"
"2338","PA","Schuylkill County, PA",3606,62948,66554,3380,62639,66019,3844,62420,66264,4167,"63,377","67,544"
"2339","PA","Snyder County, PA",1093,19079,20172,796,19489,20285,907,19810,20717,959,"19,552","20,511"
"2340","PA","Somerset County, PA",1790,31869,33659,1690,31804,33494,2021,31613,33634,2449,"31,711","34,160"
"2341","PA","Sullivan County, PA",140,2531,2671,132,2554,2686,159,2530,2689,204,"2,636","2,840"
"2342","PA","Susquehanna County, PA",889,19717,20606,809,19631,20440,969,19628,20597,1183,"19,676","20,859"
"2343","PA","Tioga County, PA",1009,18139,19148,961,17853,18814,1132,17981,19113,1412,"18,446","19,858"
"2344","PA","Union County, PA",798,19114,19912,727,18861,19588,853,18822,19675,944,"18,830","19,774"
"2345","PA","Venango County, PA",1090,21354,22444,1087,21315,22402,1391,21564,22955,1714,"21,989","23,703"
"2346","PA","Warren County, PA",861,18116,18977,838,18195,19033,1012,18289,19301,1081,"18,688","19,769"
"2347","PA","Washington County, PA",4824,102475,107299,4540,101702,106242,5528,100831,106359,6539,"100,679","107,218"
"2348","PA","Wayne County, PA",1059,21427,22486,1045,21317,22362,1137,21276,22413,1290,"21,225","22,515"
"2349","PA","Westmoreland County, PA",8133,173320,181453,7857,172002,179859,9302,171495,180797,10669,"172,070","182,739"
"2350","PA","Wyoming County, PA",662,12948,13610,608,12982,13590,727,13119,13846,873,"13,209","14,082"
"2351","PA","York County, PA",9080,227297,236377,8951,225632,234583,10184,224744,234928,10821,"223,986","234,807"
"2352","RI","Rhode Island",19786,535768,555554,22076,532478,554554,24376,528746,553122,28684,"524,493","553,177"
"2353","RI","Bristol County, RI",779,25226,26005,880,25065,25945,985,24970,25955,1208,"24,924","26,132"
"2354","RI","Kent County, RI",2914,87815,90729,3267,87254,90521,3645,86403,90048,4288,"86,433","90,721"
"2355","RI","Newport County, RI",1375,42905,44280,1539,42630,44169,1711,42713,44424,2079,"42,154","44,233"
"2356","RI","Providence County, RI",12560,312930,325490,13975,310929,324904,15312,308660,323972,17841,"305,351","323,192"
"2357","RI","Washington County, RI",2158,66892,69050,2416,66601,69017,2724,66001,68725,3268,"65,630","68,898"
"2358","SC","South Carolina",67707,2308362,2376069,80882,2259057,2339939,98921,2212845,2311766,115213,"2,181,587","2,296,800"
"2359","SC","Abbeville County, SC",339,9711,10050,400,9574,9974,459,9514,9973,566,"9,734","10,300"
"2360","SC","Aiken County, SC",2176,72929,75105,2502,71815,74317,3042,71044,74086,3726,"70,528","74,254"
"2361","SC","Allendale County, SC",143,2549,2692,160,2616,2776,187,2519,2706,229,"2,437","2,666"
"2362","SC","Anderson County, SC",2467,89109,91576,2953,87481,90434,3520,85993,89513,4102,"84,947","89,049"
"2363","SC","Bamberg County, SC",277,4704,4981,329,4702,5031,385,4760,5145,483,"4,843","5,326"
"2364","SC","Barnwell County, SC",352,7916,8268,400,7944,8344,484,7535,8019,599,"7,487","8,086"
"2365","SC","Beaufort County, SC",2061,75797,77858,2480,73726,76206,3033,71349,74382,3483,"69,147","72,630"
"2366","SC","Berkeley County, SC",2651,101801,104452,3120,98808,101928,3830,96123,99953,4461,"92,694","97,155"
"2367","SC","Calhoun County, SC",237,6367,6604,284,6259,6543,352,6393,6745,429,"6,484","6,913"
"2368","SC","Charleston County, SC",4881,207473,212354,5826,201465,207291,7151,196750,203901,8290,"193,793","202,083"
"2369","SC","Cherokee County, SC",774,24422,25196,920,24234,25154,1184,22659,23843,1413,"22,159","23,572"
"2370","SC","Chester County, SC",555,12890,13445,648,12496,13144,815,12505,13320,969,"12,446","13,415"
"2371","SC","Chesterfield County, SC",644,21484,22128,717,21243,21960,932,20579,21511,1085,"20,585","21,670"
"2372","SC","Clarendon County, SC",493,12238,12731,595,12016,12611,740,11652,12392,853,"11,888","12,741"
"2373","SC","Colleton County, SC",538,16283,16821,677,16099,16776,798,15820,16618,942,"15,841","16,783"
"2374","SC","Darlington County, SC",1043,29518,30561,1231,28982,30213,1578,28348,29926,1873,"28,087","29,960"
"2375","SC","Dillon County, SC",533,12496,13029,612,11999,12611,713,11751,12464,863,"11,845","12,708"
"2376","SC","Dorchester County, SC",1951,76502,78453,2336,74255,76591,2869,71377,74246,3369,"69,918","73,287"
"2377","SC","Edgefield County, SC",301,10452,10753,374,10282,10656,484,10108,10592,601,"9,964","10,565"
"2378","SC","Fairfield County, SC",427,9192,9619,605,9038,9643,732,9201,9933,725,"9,289","10,014"
"2379","SC","Florence County, SC",1976,65235,67211,2428,64107,66535,2969,62493,65462,3464,"62,024","65,488"
"2380","SC","Georgetown County, SC",970,24820,25790,1174,24280,25454,1393,23512,24905,1706,"23,303","25,009"
"2381","SC","Greenville County, SC",6225,249678,255903,7429,245134,252563,9081,239569,248650,10465,"235,461","245,926"
"2382","SC","Greenwood County, SC",980,30397,31377,1145,29950,31095,1392,29369,30761,1631,"29,770","31,401"
"2383","SC","Hampton County, SC",229,8187,8416,288,8070,8358,361,7759,8120,483,"7,760","8,243"
"2384","SC","Horry County, SC",5339,143234,148573,6304,139387,145691,7218,136558,143776,8237,"132,187","140,424"
"2385","SC","Jasper County, SC",322,12363,12685,375,12040,12415,445,11587,12032,526,"11,492","12,018"
"2386","SC","Kershaw County, SC",866,28425,29291,1040,27950,28990,1317,27958,29275,1535,"27,761","29,296"
"2387","SC","Lancaster County, SC",1384,39956,41340,1541,38754,40295,1840,37583,39423,2052,"36,354","38,406"
"2388","SC","Laurens County, SC",903,29410,30313,1079,28868,29947,1312,28564,29876,1573,"28,512","30,085"
"2389","SC","Lee County, SC",266,6352,6618,304,6285,6589,383,6020,6403,458,"5,992","6,450"
"2390","SC","Lexington County, SC",3510,146650,150160,4297,144255,148552,5358,143404,148762,6061,"142,252","148,313"
"2391","SC","McCormick County, SC",104,3285,3389,120,3287,3407,153,3219,3372,190,"3,208","3,398"
"2392","SC","Marion County, SC",564,12481,13045,720,12219,12939,921,11552,12473,1112,"11,592","12,704"
"2393","SC","Marlboro County, SC",444,8739,9183,467,8718,9185,600,8555,9155,787,"8,542","9,329"
"2394","SC","Newberry County, SC",514,18709,19223,591,18383,18974,772,17649,18421,857,"18,365","19,222"
"2395","SC","Oconee County, SC",971,34068,35039,1180,33612,34792,1495,32618,34113,1775,"32,504","34,279"
"2396","SC","Orangeburg County, SC",1655,33187,34842,2004,32452,34456,2487,32170,34657,3178,"32,503","35,681"
"2397","SC","Pickens County, SC",1604,56063,57667,1921,55050,56971,2327,53956,56283,2819,"53,633","56,452"
"2398","SC","Richland County, SC",5579,193369,198948,6867,190271,197138,8494,190672,199166,9713,"191,043","200,756"
"2399","SC","Saluda County, SC",238,8690,8928,277,8518,8795,349,8534,8883,406,"8,504","8,910"
"2400","SC","Spartanburg County, SC",3920,149576,153496,4717,145417,150134,5908,140787,146695,6757,"135,864","142,621"
"2401","SC","Sumter County, SC",1473,42254,43727,1785,42057,43842,2296,41734,44030,2617,"41,734","44,351"
"2402","SC","Union County, SC",406,11275,11681,482,10962,11444,624,10909,11533,715,"10,772","11,487"
"2403","SC","Williamsburg County, SC",551,11542,12093,671,11491,12162,774,11385,12159,969,"11,528","12,497"
"2404","SC","York County, SC",3871,136587,140458,4508,132509,137017,5366,128751,134117,6064,"124,812","130,876"
"2405","SD","South Dakota",15284,448713,463997,14093,445472,459565,14636,441604,456240,13492,"439,302","452,794"
"2406","SD","Aurora County, SD",42,1485,1527,46,1515,1561,42,1481,1523,34,"1,487","1,521"
"2407","SD","Beadle County, SD",303,9315,9618,257,9305,9562,259,9132,9391,243,"9,168","9,411"
"2408","SD","Bennett County, SD",59,1032,1091,49,1030,1079,48,1066,1114,44,"1,079","1,123"
"2409","SD","Bon Homme County, SD",91,2779,2870,75,2797,2872,83,2832,2915,80,"2,865","2,945"
"2410","SD","Brookings County, SD",627,18511,19138,554,18496,19050,574,18252,18826,517,"18,369","18,886"
"2411","SD","Brown County, SD",643,20152,20795,597,20261,20858,608,20340,20948,563,"20,524","21,087"
"2412","SD","Brule County, SD",76,2375,2451,68,2439,2507,73,2408,2481,63,"2,408","2,471"
"2413","SD","Buffalo County, SD",45,638,683,43,666,709,51,657,708,60,"666","726"
"2414","SD","Butte County, SD",171,4873,5044,169,4881,5050,173,4853,5026,174,"4,873","5,047"
"2415","SD","Campbell County, SD",28,744,772,32,754,786,28,805,833,25,"825","850"
"2416","SD","Charles Mix County, SD",141,3622,3763,123,3718,3841,138,3749,3887,124,"3,764","3,888"
"2417","SD","Clark County, SD",77,1836,1913,76,1833,1909,84,1801,1885,75,"1,845","1,920"
"2418","SD","Clay County, SD",248,7184,7432,212,7046,7258,227,6900,7127,209,"6,777","6,986"
"2419","SD","Codington County, SD",490,15028,15518,469,14894,15363,494,14729,15223,468,"14,737","15,205"
"2420","SD","Corson County, SD",79,1289,1368,57,1333,1390,58,1365,1423,65,"1,389","1,454"
"2421","SD","Custer County, SD",178,3831,4009,165,3841,4006,168,3868,4036,160,"3,833","3,993"
"2422","SD","Davison County, SD",325,10778,11103,292,10751,11043,311,10722,11033,269,"10,968","11,237"
"2423","SD","Day County, SD",126,2637,2763,121,2665,2786,111,2716,2827,121,"2,737","2,858"
"2424","SD","Deuel County, SD",105,2067,2172,97,2070,2167,104,2093,2197,109,"2,130","2,239"
"2425","SD","Dewey County, SD",184,2044,2228,197,2029,2226,221,2027,2248,202,"2,049","2,251"
"2426","SD","Douglas County, SD",45,1539,1584,42,1525,1567,46,1550,1596,42,"1,629","1,671"
"2427","SD","Edmunds County, SD",61,1980,2041,55,2009,2064,58,2057,2115,50,"2,113","2,163"
"2428","SD","Fall River County, SD",128,2864,2992,115,2893,3008,117,2864,2981,132,"2,891","3,023"
"2429","SD","Faulk County, SD",35,1023,1058,33,1063,1096,33,1068,1101,29,"1,084","1,113"
"2430","SD","Grant County, SD",150,4293,4443,144,4302,4446,152,4303,4455,143,"4,314","4,457"
"2431","SD","Gregory County, SD",71,1977,2048,68,1977,2045,70,1984,2054,62,"2,013","2,075"
"2432","SD","Haakon County, SD",31,1020,1051,28,1043,1071,30,1073,1103,27,"1,079","1,106"
"2433","SD","Hamlin County, SD",109,3210,3319,103,3145,3248,111,3040,3151,106,"3,067","3,173"
"2434","SD","Hand County, SD",50,1733,1783,42,1770,1812,43,1781,1824,39,"1,792","1,831"
"2435","SD","Hanson County, SD",82,1663,1745,83,1670,1753,70,1702,1772,60,"1,709","1,769"
"2436","SD","Harding County, SD",20,705,725,18,713,731,21,706,727,22,"739","761"
"2437","SD","Hughes County, SD",268,9771,10039,256,9641,9897,268,9753,10021,238,"9,825","10,063"
"2438","SD","Hutchinson County, SD",112,3486,3598,99,3478,3577,107,3504,3611,93,"3,557","3,650"
"2439","SD","Hyde County, SD",24,658,682,20,659,679,21,664,685,19,"679","698"
"2440","SD","Jackson County, SD",73,1199,1272,64,1219,1283,73,1251,1324,54,"1,250","1,304"
"2441","SD","Jerauld County, SD",31,1086,1117,28,1089,1117,27,1113,1140,26,"1,045","1,071"
"2442","SD","Jones County, SD",17,527,544,15,539,554,16,545,561,13,"556","569"
"2443","SD","Kingsbury County, SD",81,2590,2671,77,2583,2660,82,2596,2678,72,"2,668","2,740"
"2444","SD","Lake County, SD",241,6443,6684,229,6420,6649,243,6262,6505,219,"6,237","6,456"
"2445","SD","Lawrence County, SD",428,12915,13343,388,12686,13074,416,12636,13052,430,"12,632","13,062"
"2446","SD","Lincoln County, SD",886,33709,34595,799,33093,33892,793,32172,32965,677,"30,760","31,437"
"2447","SD","Lyman County, SD",81,1609,1690,71,1628,1699,85,1662,1747,83,"1,692","1,775"
"2448","SD","McCook County, SD",88,2990,3078,78,2965,3043,83,2977,3060,77,"3,055","3,132"
"2449","SD","McPherson County, SD",43,963,1006,40,983,1023,35,1015,1050,37,"1,051","1,088"
"2450","SD","Marshall County, SD",91,2292,2383,94,2332,2426,105,2295,2400,95,"2,365","2,460"
"2451","SD","Meade County, SD",506,13632,14138,472,13549,14021,464,13501,13965,429,"13,246","13,675"
"2452","SD","Mellette County, SD",42,699,741,37,712,749,36,728,764,32,"738","770"
"2453","SD","Miner County, SD",37,1140,1177,33,1161,1194,34,1161,1195,32,"1,169","1,201"
"2454","SD","Minnehaha County, SD",3241,109853,113094,2956,107770,110726,3016,106305,109321,2759,"104,943","107,702"
"2455","SD","Moody County, SD",146,3895,4041,121,3888,4009,143,3841,3984,144,"3,805","3,949"
"2456","SD","Oglala Lakota County, SD",348,3222,3570,375,3207,3582,408,3216,3624,387,"3,224","3,611"
"2457","SD","Pennington County, SD",1930,54827,56757,1753,54395,56148,1830,53902,55732,1682,"53,024","54,706"
"2458","SD","Perkins County, SD",44,1381,1425,42,1402,1444,44,1548,1592,45,"1,532","1,577"
"2459","SD","Potter County, SD",33,1012,1045,39,1052,1091,37,1086,1123,31,"1,126","1,157"
"2460","SD","Roberts County, SD",209,4630,4839,211,4635,4846,225,4597,4822,200,"4,640","4,840"
"2461","SD","Sanborn County, SD",36,1117,1153,34,1117,1151,41,1135,1176,36,"1,173","1,209"
"2462","SD","Spink County, SD",109,3080,3189,115,3127,3242,107,3125,3232,101,"3,184","3,285"
"2463","SD","Stanley County, SD",55,1795,1850,49,1787,1836,60,1806,1866,45,"1,825","1,870"
"2464","SD","Sully County, SD",23,777,800,21,785,806,26,809,835,20,"839","859"
"2465","SD","Todd County, SD",205,2961,3166,198,2946,3144,203,2935,3138,197,"2,862","3,059"
"2466","SD","Tripp County, SD",89,2981,3070,79,3026,3105,84,2954,3038,68,"2,995","3,063"
"2467","SD","Turner County, SD",143,4559,4702,129,4526,4655,147,4527,4674,130,"4,546","4,676"
"2468","SD","Union County, SD",292,8192,8484,268,8140,8408,284,7761,8045,250,"7,798","8,048"
"2469","SD","Walworth County, SD",117,2008,2125,110,2106,2216,110,2127,2237,115,"2,126","2,241"
"2470","SD","Yankton County, SD",343,11615,11958,315,11520,11835,329,11282,11611,297,"11,286","11,583"
"2471","SD","Ziebach County, SD",52,878,930,49,875,924,49,890,939,44,"932","976"
"2472","TN","Tennessee",113348,3231501,3344849,114373,3139888,3254261,119962,3065279,3185241,147178,"2,976,105","3,123,283"
"2473","TN","Anderson County, TN",1241,33708,34949,1296,32914,34210,1339,32451,33790,1626,"31,921","33,547"
"2474","TN","Bedford County, TN",786,20437,21223,784,19971,20755,814,19665,20479,979,"18,773","19,752"
"2475","TN","Benton County, TN",311,6653,6964,339,6553,6892,365,6338,6703,477,"6,237","6,714"
"2476","TN","Bledsoe County, TN",235,4111,4346,252,3977,4229,254,4032,4286,299,"4,007","4,306"
"2477","TN","Blount County, TN",2043,62072,64115,2035,60596,62631,2179,59282,61461,2641,"57,977","60,618"
"2478","TN","Bradley County, TN",1811,50654,52465,1821,48685,50506,1859,48868,50727,2220,"47,725","49,945"
"2479","TN","Campbell County, TN",687,14291,14978,704,13951,14655,764,13817,14581,1013,"13,667","14,680"
"2480","TN","Cannon County, TN",205,6481,6686,204,6218,6422,221,5962,6183,277,"5,722","5,999"
"2481","TN","Carroll County, TN",590,11582,12172,597,11437,12034,617,11287,11904,803,"11,176","11,979"
"2482","TN","Carter County, TN",983,23235,24218,996,22855,23851,1091,22723,23814,1329,"22,255","23,584"
"2483","TN","Cheatham County, TN",580,21606,22186,591,20742,21333,642,20149,20791,801,"19,387","20,188"
"2484","TN","Chester County, TN",297,8343,8640,320,8179,8499,333,7979,8312,418,"7,997","8,415"
"2485","TN","Claiborne County, TN",554,12624,13178,555,12421,12976,603,12072,12675,785,"11,867","12,652"
"2486","TN","Clay County, TN",168,2640,2808,142,2728,2870,156,2869,3025,198,"2,833","3,031"
"2487","TN","Cocke County, TN",687,14477,15164,702,14197,14899,769,13795,14564,907,"13,491","14,398"
"2488","TN","Coffee County, TN",858,24891,25749,881,23898,24779,918,23963,24881,1145,"23,219","24,364"
"2489","TN","Crockett County, TN",246,6823,7069,271,6679,6950,290,6651,6941,358,"6,503","6,861"
"2490","TN","Cumberland County, TN",1061,22624,23685,1026,22298,23324,1092,22235,23327,1387,"22,088","23,475"
"2491","TN","Davidson County, TN",10308,399502,409810,10514,383409,393923,10820,372829,383649,13420,"359,204","372,624"
"2492","TN","Decatur County, TN",245,4366,4611,228,4268,4496,244,4414,4658,319,"4,325","4,644"
"2493","TN","DeKalb County, TN",339,7516,7855,350,7404,7754,370,7273,7643,417,"7,103","7,520"
"2494","TN","Dickson County, TN",816,26593,27409,803,25518,26321,860,24599,25459,1073,"23,623","24,696"
"2495","TN","Dyer County, TN",805,15792,16597,746,15441,16187,784,15264,16048,1009,"15,298","16,307"
"2496","TN","Fayette County, TN",707,18663,19370,712,18268,18980,748,17790,18538,915,"17,301","18,216"
"2497","TN","Fentress County, TN",315,7240,7555,300,6893,7193,323,6747,7070,436,"6,645","7,081"
"2498","TN","Franklin County, TN",680,19663,20343,675,19185,19860,755,19030,19785,957,"18,811","19,768"
"2499","TN","Gibson County, TN",942,21320,22262,960,20883,21843,979,20240,21219,1236,"19,924","21,160"
"2500","TN","Giles County, TN",583,14543,15126,561,14721,15282,533,14966,15499,611,"14,608","15,219"
"2501","TN","Grainger County, TN",387,9221,9608,374,8996,9370,398,8897,9295,500,"8,752","9,252"
"2502","TN","Greene County, TN",1396,28599,29995,1388,28436,29824,1394,28873,30267,1674,"29,089","30,763"
"2503","TN","Grundy County, TN",208,4809,5017,218,4676,4894,243,4573,4816,308,"4,464","4,772"
"2504","TN","Hamblen County, TN",1093,27292,28385,1060,26486,27546,1111,26111,27222,1363,"25,390","26,753"
"2505","TN","Hamilton County, TN",6009,179393,185402,6161,174706,180867,6485,169603,176088,7870,"163,427","171,297"
"2506","TN","Hancock County, TN",125,2005,2130,104,2020,2124,119,1920,2039,160,"1,866","2,026"
"2507","TN","Hardeman County, TN",477,9099,9576,460,8906,9366,482,8707,9189,562,"8,599","9,161"
"2508","TN","Hardin County, TN",448,10038,10486,456,9877,10333,494,9874,10368,606,"9,562","10,168"
"2509","TN","Hawkins County, TN",988,22998,23986,950,22794,23744,1015,22588,23603,1271,"22,352","23,623"
"2510","TN","Haywood County, TN",376,7373,7749,414,7316,7730,409,7367,7776,495,"7,154","7,649"
"2511","TN","Henderson County, TN",537,11832,12369,567,11432,11999,615,11243,11858,815,"11,129","11,944"
"2512","TN","Henry County, TN",594,13727,14321,600,13627,14227,638,13299,13937,815,"13,058","13,873"
"2513","TN","Hickman County, TN",356,11243,11599,364,10791,11155,375,10434,10809,480,"9,918","10,398"
"2514","TN","Houston County, TN",151,3146,3297,178,3060,3238,188,3005,3193,239,"2,947","3,186"
"2515","TN","Humphreys County, TN",347,8678,9025,382,8451,8833,383,8384,8767,516,"8,095","8,611"
"2516","TN","Jackson County, TN",216,4486,4702,217,4381,4598,247,4337,4584,312,"4,164","4,476"
"2517","TN","Jefferson County, TN",918,23882,24800,918,23177,24095,972,22863,23835,1239,"22,290","23,529"
"2518","TN","Johnson County, TN",268,7462,7730,265,7306,7571,299,7274,7573,360,"7,154","7,514"
"2519","TN","Knox County, TN",7137,239090,246227,7119,233452,240571,7580,229187,236767,9275,"223,589","232,864"
"2520","TN","Lake County, TN",101,1678,1779,93,1711,1804,103,1732,1835,148,"1,760","1,908"
"2521","TN","Lauderdale County, TN",532,9262,9794,565,9106,9671,546,8830,9376,724,"8,676","9,400"
"2522","TN","Lawrence County, TN",792,18640,19432,747,17709,18456,786,16951,17737,1020,"16,711","17,731"
"2523","TN","Lewis County, TN",211,5010,5221,226,4839,5065,227,4705,4932,288,"4,581","4,869"
"2524","TN","Lincoln County, TN",605,16295,16900,513,16174,16687,535,15708,16243,650,"15,258","15,908"
"2525","TN","Loudon County, TN",801,22895,23696,789,22338,23127,839,21741,22580,1034,"21,168","22,202"
"2526","TN","McMinn County, TN",902,22978,23880,937,21782,22719,998,21608,22606,1228,"21,451","22,679"
"2527","TN","McNairy County, TN",450,8130,8580,457,7829,8286,484,8035,8519,612,"8,122","8,734"
"2528","TN","Macon County, TN",356,11079,11435,354,10625,10979,370,10310,10680,444,"9,757","10,201"
"2529","TN","Madison County, TN",1766,47727,49493,1846,46819,48665,1904,46050,47954,2311,"45,317","47,628"
"2530","TN","Marion County, TN",541,12057,12598,580,11742,12322,589,11420,12009,745,"11,133","11,878"
"2531","TN","Marshall County, TN",555,15305,15860,538,14911,15449,531,14520,15051,691,"14,329","15,020"
"2532","TN","Maury County, TN",1582,48575,50157,1565,46613,48178,1502,44388,45890,1769,"42,164","43,933"
"2533","TN","Meigs County, TN",238,4992,5230,233,4831,5064,263,4722,4985,332,"4,548","4,880"
"2534","TN","Monroe County, TN",743,19613,20356,743,19231,19974,794,18802,19596,1018,"18,317","19,335"
"2535","TN","Montgomery County, TN",3274,82946,86220,3261,80745,84006,3379,78386,81765,4046,"75,637","79,683"
"2536","TN","Moore County, TN",106,3529,3635,108,3390,3498,110,3361,3471,127,"3,247","3,374"
"2537","TN","Morgan County, TN",324,7632,7956,353,7450,7803,383,7397,7780,500,"7,276","7,776"
"2538","TN","Obion County, TN",616,11999,12615,610,11658,12268,675,11510,12185,880,"11,645","12,525"
"2539","TN","Overton County, TN",379,9647,10026,371,9422,9793,396,9104,9500,490,"8,693","9,183"
"2540","TN","Perry County, TN",158,2988,3146,141,3109,3250,157,3072,3229,201,"2,978","3,179"
"2541","TN","Pickett County, TN",111,2274,2385,94,2343,2437,109,2333,2442,153,"2,165","2,318"
"2542","TN","Polk County, TN",302,7274,7576,310,6990,7300,339,7033,7372,421,"6,943","7,364"
"2543","TN","Putnam County, TN",1231,34124,35355,1237,33182,34419,1302,32595,33897,1619,"31,521","33,140"
"2544","TN","Rhea County, TN",765,12636,13401,742,12375,13117,863,12335,13198,951,"12,475","13,426"
"2545","TN","Roane County, TN",955,22662,23617,958,22124,23082,1017,21852,22869,1264,"21,516","22,780"
"2546","TN","Robertson County, TN",1109,37440,38549,1176,35918,37094,1237,34637,35874,1436,"33,199","34,635"
"2547","TN","Rutherford County, TN",4792,181904,186696,4857,174546,179403,5028,166081,171109,6016,"157,053","163,069"
"2548","TN","Scott County, TN",368,8059,8427,368,7905,8273,418,7728,8146,590,"7,403","7,993"
"2549","TN","Sequatchie County, TN",263,5987,6250,265,5828,6093,303,5644,5947,343,"5,557","5,900"
"2550","TN","Sevier County, TN",1805,53420,55225,1863,51325,53188,2101,49906,52007,2518,"48,508","51,026"
"2551","TN","Shelby County, TN",18080,431885,449965,18421,423270,441691,19114,417021,436135,23043,"409,622","432,665"
"2552","TN","Smith County, TN",288,9301,9589,282,8925,9207,322,8570,8892,395,"8,255","8,650"
"2553","TN","Stewart County, TN",248,5292,5540,264,5034,5298,280,4891,5171,348,"4,800","5,148"
"2554","TN","Sullivan County, TN",2632,68347,70979,2607,67740,70347,2840,66959,69799,3584,"65,937","69,521"
"2555","TN","Sumner County, TN",2777,101033,103810,2791,96967,99758,2882,92656,95538,3565,"88,448","92,013"
"2556","TN","Tipton County, TN",1105,27356,28461,1186,26799,27985,1229,26297,27526,1553,"25,857","27,410"
"2557","TN","Trousdale County, TN",168,5335,5503,172,5119,5291,165,4571,4736,185,"3,648","3,833"
"2558","TN","Unicoi County, TN",358,6809,7167,348,6690,7038,381,6652,7033,495,"6,492","6,987"
"2559","TN","Union County, TN",311,7387,7698,308,7210,7518,326,7033,7359,418,"6,836","7,254"
"2560","TN","Van Buren County, TN",93,1979,2072,99,1963,2062,89,1994,2083,125,"1,905","2,030"
"2561","TN","Warren County, TN",691,16178,16869,670,16080,16750,682,16429,17111,845,"16,767","17,612"
"2562","TN","Washington County, TN",2104,58800,60904,2134,57862,59996,2259,57093,59352,2790,"55,747","58,537"
"2563","TN","Wayne County, TN",294,6007,6301,298,5848,6146,324,5784,6108,398,"5,669","6,067"
"2564","TN","Weakley County, TN",657,15610,16267,678,15283,15961,771,14954,15725,922,"14,886","15,808"
"2565","TN","White County, TN",455,11908,12363,444,11814,12258,477,11395,11872,582,"11,139","11,721"
"2566","TN","Williamson County, TN",3158,127057,130215,3133,121954,125087,3247,116005,119252,3854,"109,311","113,165"
"2567","TN","Wilson County, TN",2089,75639,77728,2085,72580,74665,2121,68655,70776,2596,"64,999","67,595"
"2568","TX","Texas",493521,13551791,14045312,531572,13285118,13816690,585113,12989682,13574795,615352,"12,720,226","13,335,578"
"2569","TX","Anderson County, TX",693,23220,23913,722,22675,23397,846,22413,23259,1016,"22,484","23,500"
