"","Stabr","area_name","Unemployed_2019","Employed_2019","Civilian_labor_force_2019","Unemployed_2018","Employed_2018","Civilian_labor_force_2018","Unemployed_2017","Employed_2017","Civilian_labor_force_2017","Unemployed_2016","Employed_2016","Civilian_labor_force_2016"
"2570","TX","Andrews County, TX",221,9685,9906,225,9189,9414,278,8724,9002,409,"8,277","8,686"
"2571","TX","Angelina County, TX",1440,34453,35893,1560,34486,36046,1862,34786,36648,2184,"34,864","37,048"
"2572","TX","Aransas County, TX",403,9022,9425,565,9002,9567,704,9628,10332,571,"9,663","10,234"
"2573","TX","Archer County, TX",118,4027,4145,126,4016,4142,139,4003,4142,176,"3,911","4,087"
"2574","TX","Armstrong County, TX",25,904,929,25,897,922,24,894,918,26,"908","934"
"2575","TX","Atascosa County, TX",779,20928,21707,802,20611,21413,891,20052,20943,1120,"19,892","21,012"
"2576","TX","Austin County, TX",483,13613,14096,505,13359,13864,608,13197,13805,746,"13,278","14,024"
"2577","TX","Bailey County, TX",93,2415,2508,114,2505,2619,114,2547,2661,119,"2,598","2,717"
"2578","TX","Bandera County, TX",329,9742,10071,336,9603,9939,352,9389,9741,389,"9,110","9,499"
"2579","TX","Bastrop County, TX",1291,41609,42900,1397,40276,41673,1441,38756,40197,1457,"37,557","39,014"
"2580","TX","Baylor County, TX",40,1725,1765,49,1506,1555,54,1535,1589,58,"1,547","1,605"
"2581","TX","Bee County, TX",434,9419,9853,502,9438,9940,645,9325,9970,774,"9,531","10,305"
"2582","TX","Bell County, TX",5466,138392,143858,5864,136734,142598,6048,136070,142118,6272,"133,173","139,445"
"2583","TX","Bexar County, TX",29617,919763,949380,31145,905106,936251,32694,891563,924257,33855,"871,260","905,115"
"2584","TX","Blanco County, TX",158,6311,6469,162,6088,6250,171,6057,6228,183,"5,749","5,932"
"2585","TX","Borden County, TX",10,394,404,11,332,343,11,311,322,13,"353","366"
"2586","TX","Bosque County, TX",285,8058,8343,303,7914,8217,327,7870,8197,352,"7,833","8,185"
"2587","TX","Bowie County, TX",1769,38130,39899,1932,37542,39474,1797,37479,39276,1861,"37,749","39,610"
"2588","TX","Brazoria County, TX",7531,172008,179539,7957,168602,176559,9190,164089,173279,8794,"161,001","169,795"
"2589","TX","Brazos County, TX",3191,115819,119010,3304,113189,116493,3482,109558,113040,3842,"107,409","111,251"
"2590","TX","Brewster County, TX",123,4084,4207,134,3910,4044,139,3829,3968,149,"3,811","3,960"
"2591","TX","Briscoe County, TX",20,558,578,21,538,559,24,530,554,24,"524","548"
"2592","TX","Brooks County, TX",134,2468,2602,156,2295,2451,201,2232,2433,287,"2,151","2,438"
"2593","TX","Brown County, TX",584,15117,15701,593,15429,16022,623,15468,16091,701,"15,463","16,164"
"2594","TX","Burleson County, TX",259,8103,8362,295,7930,8225,335,7657,7992,365,"7,507","7,872"
"2595","TX","Burnet County, TX",640,22930,23570,657,22264,22921,707,21567,22274,760,"21,226","21,986"
"2596","TX","Caldwell County, TX",658,19011,19669,692,18399,19091,725,17785,18510,775,"17,161","17,936"
"2597","TX","Calhoun County, TX",392,11776,12168,457,10753,11210,606,9891,10497,600,"10,171","10,771"
"2598","TX","Callahan County, TX",188,5925,6113,200,5785,5985,215,5697,5912,247,"5,557","5,804"
"2599","TX","Cameron County, TX",9186,157675,166861,10144,155750,165894,11535,154709,166244,11891,"154,064","165,955"
"2600","TX","Camp County, TX",209,4766,4975,243,4757,5000,284,4743,5027,345,"4,714","5,059"
"2601","TX","Carson County, TX",78,2933,3011,84,2912,2996,98,2932,3030,101,"2,995","3,096"
"2602","TX","Cass County, TX",535,11895,12430,616,11680,12296,725,11467,12192,880,"11,384","12,264"
"2603","TX","Castro County, TX",96,3337,3433,98,3366,3464,112,3282,3394,107,"3,387","3,494"
"2604","TX","Chambers County, TX",885,18604,19489,1031,18238,19269,1229,17693,18922,1106,"17,098","18,204"
"2605","TX","Cherokee County, TX",793,20143,20936,855,20044,20899,942,19837,20779,1075,"20,115","21,190"
"2606","TX","Childress County, TX",80,2872,2952,77,2874,2951,86,2824,2910,88,"2,870","2,958"
"2607","TX","Clay County, TX",151,4785,4936,155,4771,4926,172,4731,4903,209,"4,584","4,793"
"2608","TX","Cochran County, TX",38,1085,1123,47,1052,1099,52,1081,1133,60,"1,114","1,174"
"2609","TX","Coke County, TX",47,1409,1456,49,1405,1454,52,1348,1400,59,"1,362","1,421"
"2610","TX","Coleman County, TX",118,2770,2888,115,2824,2939,137,2931,3068,178,"2,886","3,064"
"2611","TX","Collin County, TX",17358,546320,563678,18237,533254,551491,18381,513771,532152,18104,"494,723","512,827"
"2612","TX","Collingsworth County, TX",37,1120,1157,37,1145,1182,41,1125,1166,42,"1,173","1,215"
"2613","TX","Colorado County, TX",303,9557,9860,315,9359,9674,389,9359,9748,461,"9,329","9,790"
"2614","TX","Comal County, TX",2184,71149,73333,2294,70087,72381,2312,66483,68795,2365,"63,103","65,468"
"2615","TX","Comanche County, TX",181,5410,5591,191,5181,5372,195,5109,5304,230,"5,126","5,356"
"2616","TX","Concho County, TX",40,1198,1238,40,1058,1098,51,1162,1213,45,"1,286","1,331"
"2617","TX","Cooke County, TX",552,19268,19820,589,18587,19176,679,18175,18854,749,"18,158","18,907"
"2618","TX","Coryell County, TX",946,23177,24123,995,22900,23895,1068,23332,24400,1138,"23,269","24,407"
"2619","TX","Cottle County, TX",23,528,551,23,509,532,22,498,520,27,"498","525"
"2620","TX","Crane County, TX",63,1506,1569,68,1712,1780,84,1510,1594,146,"1,559","1,705"
"2621","TX","Crockett County, TX",48,1589,1637,47,1586,1633,68,1611,1679,130,"1,605","1,735"
"2622","TX","Crosby County, TX",97,2402,2499,114,2371,2485,107,2440,2547,114,"2,506","2,620"
"2623","TX","Culberson County, TX",42,1002,1044,30,946,976,34,889,923,41,"959","1,000"
"2624","TX","Dallam County, TX",76,3842,3918,82,3959,4041,87,3973,4060,89,"3,909","3,998"
"2625","TX","Dallas County, TX",47145,1317507,1364652,50411,1286399,1336810,52002,1274970,1326972,52094,"1,245,964","1,298,058"
"2626","TX","Dawson County, TX",180,4462,4642,195,4368,4563,224,4407,4631,232,"4,406","4,638"
"2627","TX","Deaf Smith County, TX",233,8237,8470,234,8192,8426,254,8095,8349,268,"8,338","8,606"
"2628","TX","Delta County, TX",83,2360,2443,84,2362,2446,86,2462,2548,99,"2,507","2,606"
"2629","TX","Denton County, TX",14619,480005,494624,15373,468392,483765,15718,455462,471180,15470,"436,317","451,787"
"2630","TX","DeWitt County, TX",258,9540,9798,302,9422,9724,419,9163,9582,518,"8,977","9,495"
"2631","TX","Dickens County, TX",30,652,682,28,645,673,33,647,680,34,"657","691"
"2632","TX","Dimmit County, TX",189,7298,7487,219,7139,7358,328,6161,6489,444,"5,792","6,236"
"2633","TX","Donley County, TX",50,1389,1439,53,1505,1558,54,1449,1503,63,"1,493","1,556"
"2634","TX","Duval County, TX",222,4744,4966,263,4802,5065,368,4433,4801,533,"4,349","4,882"
"2635","TX","Eastland County, TX",275,8079,8354,288,8385,8673,339,7602,7941,403,"7,014","7,417"
"2636","TX","Ector County, TX",2327,85859,88186,2299,83346,85645,3219,75345,78564,4836,"71,340","76,176"
"2637","TX","Edwards County, TX",24,1030,1054,25,858,883,29,877,906,40,"826","866"
"2638","TX","Ellis County, TX",2871,89823,92694,2984,87710,90694,3046,84756,87802,3177,"81,779","84,956"
"2639","TX","El Paso County, TX",13870,348712,362582,15025,343330,358355,16353,337807,354160,17258,"332,375","349,633"
"2640","TX","Erath County, TX",662,20188,20850,635,20118,20753,706,19981,20687,819,"19,405","20,224"
"2641","TX","Falls County, TX",214,6356,6570,252,6261,6513,281,6367,6648,290,"6,317","6,607"
"2642","TX","Fannin County, TX",475,16854,17329,505,15954,16459,532,15420,15952,592,"15,168","15,760"
"2643","TX","Fayette County, TX",326,11987,12313,350,12248,12598,401,12176,12577,455,"12,030","12,485"
"2644","TX","Fisher County, TX",48,1586,1634,53,1598,1651,61,1643,1704,75,"1,683","1,758"
"2645","TX","Floyd County, TX",112,2468,2580,138,2533,2671,147,2554,2701,138,"2,598","2,736"
"2646","TX","Foard County, TX",18,567,585,17,567,584,21,574,595,20,"520","540"
"2647","TX","Fort Bend County, TX",13622,378653,392275,15226,371320,386546,17443,358184,375627,18289,"348,446","366,735"
"2648","TX","Franklin County, TX",169,4485,4654,187,4378,4565,211,4333,4544,220,"4,287","4,507"
"2649","TX","Freestone County, TX",307,6093,6400,382,6170,6552,430,6325,6755,458,"6,408","6,866"
"2650","TX","Frio County, TX",271,10192,10463,288,9899,10187,368,8996,9364,426,"8,350","8,776"
"2651","TX","Gaines County, TX",235,9577,9812,239,9188,9427,280,8968,9248,341,"8,838","9,179"
"2652","TX","Galveston County, TX",6672,158807,165479,7515,155732,163247,8515,153462,161977,8517,"151,521","160,038"
"2653","TX","Garza County, TX",59,2117,2176,62,2074,2136,70,2051,2121,83,"2,046","2,129"
"2654","TX","Gillespie County, TX",329,13213,13542,337,13043,13380,341,12795,13136,369,"12,622","12,991"
"2655","TX","Glasscock County, TX",17,778,795,17,835,852,19,690,709,29,"720","749"
"2656","TX","Goliad County, TX",110,3162,3272,124,3158,3282,161,3115,3276,192,"3,124","3,316"
"2657","TX","Gonzales County, TX",258,9320,9578,286,9200,9486,326,9046,9372,405,"9,162","9,567"
"2658","TX","Gray County, TX",289,7791,8080,314,7813,8127,432,7802,8234,583,"7,898","8,481"
"2659","TX","Grayson County, TX",1958,62148,64106,2065,61205,63270,2196,59749,61945,2353,"58,827","61,180"
"2660","TX","Gregg County, TX",2173,56176,58349,2356,55120,57476,2961,54442,57403,3543,"54,789","58,332"
"2661","TX","Grimes County, TX",442,10822,11264,455,10658,11113,582,10302,10884,729,"10,319","11,048"
"2662","TX","Guadalupe County, TX",2399,79087,81486,2503,77802,80305,2614,75830,78444,2718,"73,213","75,931"
"2663","TX","Hale County, TX",547,11663,12210,593,11898,12491,640,11874,12514,706,"11,879","12,585"
"2664","TX","Hall County, TX",44,1029,1073,49,1061,1110,69,1060,1129,78,"1,087","1,165"
"2665","TX","Hamilton County, TX",111,3561,3672,119,3516,3635,142,3479,3621,176,"3,422","3,598"
"2666","TX","Hansford County, TX",65,2714,2779,66,2788,2854,73,2789,2862,92,"2,852","2,944"
"2667","TX","Hardeman County, TX",52,1670,1722,60,1618,1678,66,1593,1659,64,"1,560","1,624"
"2668","TX","Hardin County, TX",1163,24158,25321,1306,24082,25388,1551,23752,25303,1528,"23,620","25,148"
"2669","TX","Harris County, TX",88643,2228703,2317346,100021,2186339,2286360,114764,2150927,2265691,119667,"2,129,674","2,249,341"
"2670","TX","Harrison County, TX",1179,28306,29485,1293,28635,29928,1538,27926,29464,1795,"28,140","29,935"
"2671","TX","Hartley County, TX",46,2756,2802,51,2812,2863,57,2883,2940,60,"2,899","2,959"
"2672","TX","Haskell County, TX",75,2210,2285,90,2265,2355,117,2321,2438,106,"2,402","2,508"
"2673","TX","Hays County, TX",3300,116574,119874,3411,112777,116188,3486,107235,110721,3491,"101,347","104,838"
"2674","TX","Hemphill County, TX",53,1884,1937,46,2202,2248,58,2257,2315,79,"2,035","2,114"
"2675","TX","Henderson County, TX",1279,35239,36518,1354,34791,36145,1487,34153,35640,1651,"33,718","35,369"
"2676","TX","Hidalgo County, TX",21998,330817,352815,22751,324843,347594,25571,317398,342969,26279,"310,647","336,926"
"2677","TX","Hill County, TX",542,15867,16409,588,15700,16288,636,15534,16170,695,"15,104","15,799"
"2678","TX","Hockley County, TX",334,10956,11290,352,11082,11434,418,10844,11262,518,"10,649","11,167"
"2679","TX","Hood County, TX",935,26625,27560,990,26062,27052,1090,24835,25925,1185,"24,070","25,255"
"2680","TX","Hopkins County, TX",536,17008,17544,581,16742,17323,617,16552,17169,689,"16,628","17,317"
"2681","TX","Houston County, TX",325,10039,10364,378,9823,10201,450,9937,10387,463,"9,595","10,058"
"2682","TX","Howard County, TX",436,13604,14040,444,13152,13596,563,12657,13220,730,"12,477","13,207"
"2683","TX","Hudspeth County, TX",80,1747,1827,82,1720,1802,96,1568,1664,92,"1,449","1,541"
"2684","TX","Hunt County, TX",1541,41871,43412,1607,40897,42504,1650,39733,41383,1732,"38,767","40,499"
"2685","TX","Hutchinson County, TX",386,8315,8701,444,8550,8994,568,8832,9400,541,"9,089","9,630"
"2686","TX","Irion County, TX",18,743,761,23,743,766,23,733,756,25,"755","780"
"2687","TX","Jack County, TX",109,3362,3471,109,4269,4378,147,3806,3953,190,"3,663","3,853"
"2688","TX","Jackson County, TX",228,7360,7588,239,7128,7367,294,7080,7374,339,"6,932","7,271"
"2689","TX","Jasper County, TX",786,12083,12869,857,12376,13233,1002,12446,13448,1031,"12,429","13,460"
"2690","TX","Jeff Davis County, TX",30,1010,1040,31,1038,1069,34,1033,1067,31,"1,041","1,072"
"2691","TX","Jefferson County, TX",6225,100737,106962,6764,100432,107196,7931,99675,107606,7518,"99,932","107,450"
"2692","TX","Jim Hogg County, TX",90,1794,1884,106,1772,1878,139,1767,1906,185,"1,758","1,943"
"2693","TX","Jim Wells County, TX",798,16054,16852,915,16071,16986,1262,15391,16653,1838,"15,614","17,452"
"2694","TX","Johnson County, TX",2644,79532,82176,2744,77721,80465,2960,75128,78088,3305,"72,703","76,008"
"2695","TX","Jones County, TX",244,5494,5738,267,5352,5619,301,5349,5650,325,"5,297","5,622"
"2696","TX","Karnes County, TX",179,7008,7187,194,6667,6861,225,6223,6448,306,"5,968","6,274"
"2697","TX","Kaufman County, TX",2112,62485,64597,2171,60970,63141,2138,58196,60334,2189,"55,704","57,893"
"2698","TX","Kendall County, TX",599,21533,22132,632,21227,21859,648,20446,21094,649,"19,689","20,338"
"2699","TX","Kenedy County, TX",8,215,223,9,238,247,8,234,242,10,"207","217"
"2700","TX","Kent County, TX",11,467,478,11,441,452,12,442,454,14,"455","469"
"2701","TX","Kerr County, TX",658,21593,22251,699,21101,21800,727,20609,21336,766,"20,583","21,349"
"2702","TX","Kimble County, TX",57,1805,1862,56,1818,1874,67,1824,1891,74,"1,877","1,951"
"2703","TX","King County, TX",5,228,233,6,205,211,6,159,165,7,"171","178"
"2704","TX","Kinney County, TX",50,1327,1377,59,1293,1352,65,1101,1166,67,"1,089","1,156"
"2705","TX","Kleberg County, TX",588,12908,13496,655,12657,13312,792,12604,13396,946,"13,157","14,103"
"2706","TX","Knox County, TX",47,1397,1444,52,1400,1452,59,1425,1484,66,"1,492","1,558"
"2707","TX","Lamar County, TX",811,23241,24052,893,22874,23767,996,22760,23756,1073,"22,146","23,219"
"2708","TX","Lamb County, TX",203,5108,5311,228,4982,5210,268,4923,5191,340,"4,905","5,245"
"2709","TX","Lampasas County, TX",302,8910,9212,340,8810,9150,344,8869,9213,380,"8,777","9,157"
"2710","TX","La Salle County, TX",106,4295,4401,110,4475,4585,154,4052,4206,199,"3,685","3,884"
"2711","TX","Lavaca County, TX",257,8333,8590,272,8514,8786,315,8420,8735,368,"8,370","8,738"
"2712","TX","Lee County, TX",268,9852,10120,288,9185,9473,315,9225,9540,350,"8,930","9,280"
"2713","TX","Leon County, TX",276,6049,6325,304,5823,6127,391,5797,6188,421,"6,087","6,508"
"2714","TX","Liberty County, TX",1669,31432,33101,1888,30831,32719,2277,29702,31979,2369,"29,156","31,525"
"2715","TX","Limestone County, TX",333,8260,8593,387,8019,8406,463,7853,8316,465,"7,857","8,322"
"2716","TX","Lipscomb County, TX",43,1607,1650,45,1607,1652,52,1573,1625,73,"1,578","1,651"
"2717","TX","Live Oak County, TX",172,5392,5564,194,4987,5181,253,5165,5418,308,"4,893","5,201"
"2718","TX","Llano County, TX",299,8380,8679,314,8205,8519,318,8048,8366,345,"7,944","8,289"
"2719","TX","Loving County, TX",4,538,542,4,264,268,5,95,100,4,"82","86"
"2720","TX","Lubbock County, TX",4454,153680,158134,4755,151778,156533,4960,151032,155992,5194,"148,310","153,504"
"2721","TX","Lynn County, TX",82,2693,2775,89,2659,2748,104,2669,2773,108,"2,621","2,729"
"2722","TX","McCulloch County, TX",181,3307,3488,123,3626,3749,130,3555,3685,166,"3,543","3,709"
"2723","TX","McLennan County, TX",3961,115668,119629,4210,114001,118211,4578,113493,118071,4582,"111,471","116,053"
"2724","TX","McMullen County, TX",13,808,821,13,703,716,14,735,749,18,"843","861"
"2725","TX","Madison County, TX",194,4361,4555,199,4365,4564,221,4465,4686,242,"4,524","4,766"
"2726","TX","Marion County, TX",181,4058,4239,190,4062,4252,246,4090,4336,304,"4,036","4,340"
"2727","TX","Martin County, TX",75,2814,2889,68,2702,2770,81,2444,2525,109,"2,372","2,481"
"2728","TX","Mason County, TX",57,1715,1772,55,1720,1775,61,1753,1814,65,"1,725","1,790"
"2729","TX","Matagorda County, TX",946,15766,16712,1021,15780,16801,1232,15671,16903,1232,"15,642","16,874"
"2730","TX","Maverick County, TX",1790,22013,23803,1915,21720,23635,2234,21690,23924,2717,"21,505","24,222"
"2731","TX","Medina County, TX",686,21142,21828,744,20813,21557,825,20457,21282,922,"20,060","20,982"
"2732","TX","Menard County, TX",30,832,862,33,794,827,39,767,806,36,"780","816"
"2733","TX","Midland County, TX",2205,105290,107495,2175,100784,102959,2711,88048,90759,3739,"81,271","85,010"
"2734","TX","Milam County, TX",487,9301,9788,540,9347,9887,508,9586,10094,528,"9,735","10,263"
"2735","TX","Mills County, TX",62,1842,1904,65,1805,1870,68,1844,1912,80,"1,844","1,924"
"2736","TX","Mitchell County, TX",82,2243,2325,96,2230,2326,136,2362,2498,183,"2,425","2,608"
"2737","TX","Montague County, TX",265,9058,9323,288,8850,9138,363,8725,9088,446,"8,582","9,028"
"2738","TX","Montgomery County, TX",9659,274419,284078,10402,269261,279663,11769,258443,270212,13004,"252,769","265,773"
"2739","TX","Moore County, TX",255,10660,10915,287,10583,10870,318,10752,11070,331,"10,857","11,188"
"2740","TX","Morris County, TX",256,4552,4808,308,4401,4709,402,4276,4678,534,"4,357","4,891"
"2741","TX","Motley County, TX",17,466,483,17,446,463,18,477,495,18,"490","508"
"2742","TX","Nacogdoches County, TX",1057,27153,28210,1106,27548,28654,1213,27346,28559,1341,"27,356","28,697"
"2743","TX","Navarro County, TX",778,23283,24061,866,22784,23650,899,21921,22820,950,"21,807","22,757"
"2744","TX","Newton County, TX",324,4858,5182,346,4841,5187,421,4856,5277,423,"4,926","5,349"
"2745","TX","Nolan County, TX",206,6860,7066,219,6499,6718,273,6506,6779,329,"6,533","6,862"
"2746","TX","Nueces County, TX",6875,160536,167411,7768,160082,167850,9086,158897,167983,9433,"158,247","167,680"
"2747","TX","Ochiltree County, TX",117,4213,4330,123,4333,4456,164,4359,4523,244,"4,416","4,660"
"2748","TX","Oldham County, TX",26,890,916,24,882,906,23,879,902,27,"881","908"
"2749","TX","Orange County, TX",1877,34518,36395,2099,34418,36517,2569,34577,37146,2499,"34,835","37,334"
"2750","TX","Palo Pinto County, TX",427,13175,13602,448,13053,13501,549,12852,13401,722,"12,522","13,244"
"2751","TX","Panola County, TX",409,9799,10208,444,10256,10700,564,9843,10407,732,"9,493","10,225"
"2752","TX","Parker County, TX",1959,65373,67332,2027,63922,65949,2187,61045,63232,2487,"58,758","61,245"
"2753","TX","Parmer County, TX",110,4787,4897,114,4773,4887,121,4799,4920,124,"4,822","4,946"
"2754","TX","Pecos County, TX",209,6188,6397,232,6185,6417,292,5978,6270,381,"6,112","6,493"
"2755","TX","Polk County, TX",852,17171,18023,896,16941,17837,1067,16459,17526,1096,"16,276","17,372"
"2756","TX","Potter County, TX",1515,53668,55183,1596,53305,54901,1781,53656,55437,1876,"54,257","56,133"
"2757","TX","Presidio County, TX",202,2902,3104,209,2831,3040,286,2755,3041,329,"2,749","3,078"
"2758","TX","Rains County, TX",182,5862,6044,204,5704,5908,205,5497,5702,222,"5,329","5,551"
"2759","TX","Randall County, TX",1751,70315,72066,1855,69789,71644,1998,68918,70916,2082,"68,549","70,631"
"2760","TX","Reagan County, TX",48,1861,1909,46,1828,1874,69,1725,1794,105,"1,596","1,701"
"2761","TX","Real County, TX",42,1020,1062,52,997,1049,60,994,1054,59,"982","1,041"
"2762","TX","Red River County, TX",235,4873,5108,273,4814,5087,272,4927,5199,291,"4,740","5,031"
"2763","TX","Reeves County, TX",194,11209,11403,194,9217,9411,250,6745,6995,320,"5,711","6,031"
"2764","TX","Refugio County, TX",118,3036,3154,143,2993,3136,181,3061,3242,207,"2,927","3,134"
"2765","TX","Roberts County, TX",13,405,418,12,416,428,17,424,441,20,"422","442"
"2766","TX","Robertson County, TX",273,7383,7656,312,7223,7535,352,7096,7448,367,"6,886","7,253"
"2767","TX","Rockwall County, TX",1601,50482,52083,1633,49296,50929,1645,47330,48975,1656,"45,673","47,329"
"2768","TX","Runnels County, TX",129,4475,4604,142,4434,4576,169,4411,4580,183,"4,463","4,646"
"2769","TX","Rusk County, TX",823,22251,23074,921,21847,22768,1123,21002,22125,1301,"21,062","22,363"
"2770","TX","Sabine County, TX",247,3490,3737,279,3265,3544,307,3267,3574,326,"3,155","3,481"
"2771","TX","San Augustine County, TX",162,3240,3402,192,2813,3005,215,2654,2869,250,"2,552","2,802"
"2772","TX","San Jacinto County, TX",538,11211,11749,568,10948,11516,653,10807,11460,715,"10,706","11,421"
"2773","TX","San Patricio County, TX",1628,28278,29906,1893,28185,30078,2345,28218,30563,2278,"28,316","30,594"
"2774","TX","San Saba County, TX",75,2494,2569,77,2461,2538,78,2340,2418,83,"2,364","2,447"
"2775","TX","Schleicher County, TX",38,1285,1323,39,1331,1370,50,1284,1334,74,"1,346","1,420"
"2776","TX","Scurry County, TX",218,6518,6736,233,6695,6928,302,6685,6987,435,"6,969","7,404"
"2777","TX","Shackelford County, TX",42,1868,1910,44,1899,1943,56,1833,1889,72,"1,804","1,876"
"2778","TX","Shelby County, TX",440,10738,11178,471,10551,11022,556,10223,10779,656,"10,293","10,949"
"2779","TX","Sherman County, TX",32,1347,1379,35,1295,1330,40,1250,1290,39,"1,310","1,349"
"2780","TX","Smith County, TX",3587,103584,107171,3871,102951,106822,4338,101697,106035,4760,"100,638","105,398"
"2781","TX","Somervell County, TX",155,4209,4364,176,4116,4292,191,3997,4188,198,"3,932","4,130"
"2782","TX","Starr County, TX",2482,22745,25227,2528,22642,25170,3069,23034,26103,3512,"22,821","26,333"
"2783","TX","Stephens County, TX",126,3983,4109,144,3851,3995,182,3823,4005,211,"3,804","4,015"
"2784","TX","Sterling County, TX",18,561,579,19,562,581,22,572,594,26,"643","669"
"2785","TX","Stonewall County, TX",17,571,588,20,570,590,21,593,614,28,"612","640"
"2786","TX","Sutton County, TX",53,1361,1414,56,1402,1458,77,1430,1507,126,"1,464","1,590"
"2787","TX","Swisher County, TX",97,2531,2628,113,2540,2653,110,2581,2691,115,"2,599","2,714"
"2788","TX","Tarrant County, TX",35655,1046916,1082571,36941,1023016,1059957,38544,997799,1036343,40152,"970,542","1,010,694"
"2789","TX","Taylor County, TX",1921,65005,66926,2050,63293,65343,2267,61947,64214,2363,"60,908","63,271"
"2790","TX","Terrell County, TX",13,364,377,13,365,378,18,375,393,16,"390","406"
"2791","TX","Terry County, TX",183,4823,5006,208,4923,5131,264,4981,5245,255,"5,093","5,348"
"2792","TX","Throckmorton County, TX",25,631,656,23,678,701,30,661,691,26,"717","743"
"2793","TX","Titus County, TX",541,12435,12976,645,12252,12897,698,12252,12950,792,"12,080","12,872"
"2794","TX","Tom Green County, TX",1651,52917,54568,1707,52939,54646,1986,52178,54164,2425,"51,803","54,228"
"2795","TX","Travis County, TX",19047,722054,741101,20370,698868,719238,21295,677404,698699,21520,"656,425","677,945"
"2796","TX","Trinity County, TX",253,5064,5317,272,5042,5314,297,5079,5376,333,"5,147","5,480"
"2797","TX","Tyler County, TX",412,6744,7156,459,6521,6980,519,6553,7072,526,"6,684","7,210"
"2798","TX","Upshur County, TX",663,17251,17914,736,16938,17674,928,16791,17719,1145,"16,742","17,887"
"2799","TX","Upton County, TX",49,1626,1675,54,1526,1580,58,1490,1548,84,"1,497","1,581"
"2800","TX","Uvalde County, TX",436,11065,11501,485,10981,11466,547,11156,11703,626,"11,177","11,803"
"2801","TX","Val Verde County, TX",770,22162,22932,863,21560,22423,1021,19071,20092,1255,"18,874","20,129"
"2802","TX","Van Zandt County, TX",849,25233,26082,898,24859,25757,953,24433,25386,1067,"23,775","24,842"
"2803","TX","Victoria County, TX",1474,41380,42854,1634,41321,42955,2074,40874,42948,2366,"41,329","43,695"
"2804","TX","Walker County, TX",936,23214,24150,994,22883,23877,1095,22591,23686,1243,"22,531","23,774"
"2805","TX","Waller County, TX",878,22597,23475,979,22162,23141,1095,21289,22384,1236,"20,925","22,161"
"2806","TX","Ward County, TX",172,7316,7488,172,6602,6774,226,5361,5587,307,"5,085","5,392"
"2807","TX","Washington County, TX",499,14656,15155,536,14336,14872,626,14246,14872,765,"14,311","15,076"
"2808","TX","Webb County, TX",4379,114247,118626,4355,111939,116294,4843,110273,115116,5552,"108,240","113,792"
"2809","TX","Wharton County, TX",735,20935,21670,784,20500,21284,946,20153,21099,1057,"20,004","21,061"
"2810","TX","Wheeler County, TX",69,2210,2279,76,2351,2427,93,2260,2353,117,"2,364","2,481"
